id_number	mz	rtime	cSelectivity	goodness_fitting	snr	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F6711	424.2331	157.74	1	0.5	92	420108	241096	370769	769722	819238	612848
F6712	424.2331	234.85	0.92	0.5	64	359161	107858	428294	311275	331527	323097
F6713	424.2331	411.94	0.84	0.85	28	216153	203873	200627	215425	142316	239874
F6714	506.3845	141.99	1	0.96	1326	5019225	5019211	5725972	4822934	0	4844063
F6715	463.2667	164.92	1	0.99	3243	68483564	53793390	54034160	60795897	47052169	49512743
F6716	506.3874	140.93	0.86	0.96	240	0	0	0	0	4505055	0
F6717	506.4052	146.83	1	0.89	3477	4687381	6943320	6797731	4462209	4268420	7236333
F6718	506.4207	140.93	1	0.98	1727	3643059	3158314	3279720	3413509	3668713	3363419
F6719	463.282	186.61	1	0.8	183	487922	490932	661903	423484	566122	555603
F6720	463.282	239.78	1	0.99	303	463362	34569	672897	497100	624459	718970
F6721	463.2885	147.7	1	0.97	2895	7376286	6628269	7470749	5847478	5249682	6270224
F6722	463.2885	165.91	1	0.45	435	1254168	1254420	1347169	957153	1441612	1404869
F6723	507.2215	753.48	1	0.95	53	0	0	0	1644681	2033741	2167248
F6724	507.2364	145.95	1	0.86	457	436424	634385	580522	60548	690126	653189
F6725	463.301	144.07	0.79	0.45	66	547817	0	0	0	0	0
F6726	463.301	170.53	1	0.97	473	952278	823505	909055	951370	711007	919031
F6727	463.3055	144.07	1	0.85	282	0	963334	711409	1272387	549590	892547
F6728	507.2561	171.5	1	0.89	194	945633	723215	888736	805620	686098	672527
F6729	507.2561	233.86	1	0.93	80	328826	55311	327137	426427	316152	338112
F6730	375.2368	145.04	1	0.94	98	413996	215329	642989	147390	320486	159525
F6731	375.2368	161.85	1	0.89	275	1252032	1125857	1208665	1740265	1399931	1424972
F6732	463.3424	143.05	1	0.41	23	38825399	38562965	39663546	40375092	40001679	40473446
F6733	375.2485	148.57	1	0.83	982	0	0	0	3430604	1142215	3581941
F6734	375.2485	164.92	1	0.79	165	951169	0	1226465	978477	696358	669506
F6735	463.356	119.89	0.96	0.96	109	347902	377732	361895	390957	365910	361676
F6736	463.356	153.86	1	0.88	1073	2369856	2204547	2706053	1825465	3397494	2564467
F6737	375.2533	145.95	1	0.92	1310	3125491	3459697	3455081	1798849	2210613	2118242
F6738	463.3786	140.93	0.86	0.97	308	1549131	1449697	1317003	1136749	1859423	1449906
F6739	507.2939	110.38	1	0.3	10	6120086	2138340	1792249	4403823	1875310	1630124
F6740	507.2939	165.91	1	0.83	23	1380447	816680	608389	1144672	710315	438442
F6741	507.2939	218.68	1	0.81	10	20839734	7228969	5033161	14540661	6279846	4572786
F6742	463.6544	554.22	1	0.97	124	0	0	0	0	1258464	1412078
F6743	507.3276	172.51	1	0.91	547	946078	596677	607446	763021	691758	405528
F6744	375.2897	144.07	1	0.91	332	539485	758129	0	764754	547493	343118
F6745	507.3425	161.85	0.5	0.73	68	0	0	204236	0	0	341850
F6746	463.7238	518.79	1	0.99	1308	0	0	0	6066417	6271716	7400426
F6747	463.7238	770.91	1	0.97	170	0	0	0	560227	638913	693214
F6748	507.3528	152.96	1	0.96	1621	1808372	2708159	2226256	3076932	3191061	2805235
F6749	375.3215	146.83	1	0.88	6002	20921744	22424220	25702811	54692704	56479657	55474964
F6750	424.2542	147.7	1	0.92	97	755992	629787	609676	897386	700773	337080
F6751	424.2542	170.53	1	0.77	223	5693482	5976817	6240145	6136912	6686520	6347141
F6752	376.1423	797.36	1	0.96	30	0	0	0	858438	1025830	1033896
F6753	376.1423	836.75	1	0.98	169	0	0	0	6949906	6388282	5014989
F6754	376.1615	236.86	0.6	0.62	80	467175	558437	0	485824	0	476077
F6755	424.2693	145.95	1	0.78	612	3007181	2815152	3621309	3070169	3220541	3125263
F6756	424.2693	237.83	1	0.86	116	566858	502263	605838	708150	681771	712541
F6757	424.282	145.04	1	0.89	826	0	433540	215446	1165885	1469739	1165273
F6758	376.1965	163.9	1	0.93	310	4490812	4613968	4751422	4382804	4470919	4355002
F6759	376.1965	237.83	0.98	0.45	46	1342510	1631364	1746416	1755305	1638130	1924341
F6760	463.8445	236.86	0.99	0.65	15	13354924	13790151	14200104	0	13931569	14481273
F6761	424.2903	149.44	1	0.93	5768	58379010	63929337	65800032	66189665	66755889	66178860
F6762	464.1437	139.87	1	0.98	25	545038	577487	714573	0	555912	586268
F6763	424.3055	147.7	1	0.98	1268	5039735	5551058	5528352	4926236	5659685	4786143
F6764	507.3689	236.86	0.99	0.43	16	9058262	8843472	9835333	8838149	9197432	9446338
F6765	507.3689	379.14	0.98	0.83	11	8229298	8631887	8273376	8518013	8231299	8307189
F6766	424.3266	152.07	1	0.99	5237	13112520	13955144	12085197	16653811	14745118	15152347
F6767	507.4048	140.93	1	0.82	67	0	285755	599549	1043852	799379	1059332
F6768	507.4245	140.93	1	0.92	18	981260	802066	505607	710487	612483	1114206
F6769	424.3426	140.93	1	0.96	1310	3423836	3055691	2970829	2641908	2922096	2146740
F6770	464.2125	147.7	1	0.98	15007	130574307	128582482	126441049	152172530	149568259	143380227
F6771	464.2125	414.1	1	0.95	67	974270	1021069	1095370	67220	80059	73074
F6772	507.4776	139.87	1	0.9	387	1371967	1345585	1364227	1284269	942888	1013083
F6773	508.1135	819.88	1	0.94	83	0	0	0	472435	600547	668902
F6774	424.3631	153.86	1	0.76	16	1518695	1261753	1026058	996274	1046539	1064903
F6775	424.3631	229.88	0.78	0.73	10	21524497	22144516	22884737	22596242	22004303	22829733
F6776	464.2277	237.83	0.96	0.91	93	325840	0	0	458795	417130	444677
F6777	464.2277	517.7	1	1	182	1635	0	0	1746204	0	2207205
F6778	508.1889	140.93	1	1	590	828410	1148025	1517184	1168533	1916991	2045399
F6779	424.3788	141.99	1	0.89	700	2070534	2176823	2331547	1451214	1480304	1225589
F6780	464.2519	130.38	1	0.47	589	10991058	1972306	2912468	3405796	11447608	10662928
F6781	424.8189	120.95	1	0.98	250	549138	623546	580804	596758	664281	585519
F6782	424.8189	154.79	1	0.97	868	1397271	1432987	1304418	1140132	1515434	1466777
F6783	508.2388	147.7	1	0.92	1222	5010931	4086797	2869281	6125666	4394037	4776265
F6784	508.2388	236.86	1	0.67	100	791887	696932	789046	819729	764487	916856
F6785	424.8645	827.95	1	0.98	109	0	903199	1171938	0	12939	2847
F6786	424.8645	845.08	1	0.98	143	0	95962	12558	0	980427	1058499
F6787	425.1239	707.79	1	0.84	4546	0	0	0	48320240	49501399	50522070
F6788	464.2639	132.51	1	0.95	168	462249	478699	415558	503452	560812	458472
F6789	464.2639	146.83	1	0.97	530	2136060	1737950	2219547	1546165	2013104	1975376
F6790	464.2639	154.79	1	0.88	635	2905076	2093294	1903657	2463145	2215059	2795159
F6791	464.2639	237.83	1	0.86	238	955795	1000547	903824	872305	1110334	1023743
F6792	464.2639	413.02	0.97	0.96	44	107563	89329	161543	127298	161257	170555
F6793	508.2542	146.83	1	0.8	257	856928	786421	438954	786547	354962	296400
F6794	508.2542	156.73	0.92	0.94	213	529302	830476	428971	429144	474051	748418
F6795	508.2542	237.83	0.81	0.9	99	388559	48680	273861	322611	251167	374879
F6796	425.1954	147.7	1	0.69	64	549139	938580	887431	2207130	1041160	1212926
F6797	425.1954	236.86	1	0.89	12	67889	0	118668	97543	120308	169750
F6798	464.2703	126.22	0.35	0.95	30	195073	42380	72844	137652	35326	63626
F6799	464.2703	163.9	1	0.99	2508	11112245	8327859	8672674	9407583	6949463	7514974
F6800	376.2117	145.95	1	0.62	333	2060657	2170741	1984485	2043888	2070054	1539390
F6801	376.2117	237.83	1	0.74	106	543188	539657	552753	628192	699810	608231
F6802	508.2679	144.07	1	0.8	376	520614	306914	0	581452	579726	464888
F6803	508.2753	165.91	1	0.96	2650	12765390	13270051	13945906	14898737	13256141	14005904
F6804	425.2214	152.96	1	0.7	482	1171664	1421616	1483398	675159	755765	1421703
F6805	425.2214	173.54	1	0.89	1644	3978774	4516344	4675889	5624264	5414651	6004187
F6806	425.2214	186.61	1	0.96	1469	4660503	5349444	6698069	3907462	5386842	5911500
F6807	425.2214	238.79	1	0.98	2398	4102031	59829	5546771	5033908	5829890	6164146
F6808	425.2214	257.76	1	0.45	306	0	4771263	0	0	0	10188
F6809	464.2849	161.85	1	0.85	592	2936519	2855076	3609364	3007491	2997433	3060544
F6810	464.2849	238.79	0.97	0.72	85	593323	685951	761662	600099	601917	590673
F6811	376.2328	148.57	1	0.98	1614	18157614	18380187	18005413	60767210	63615248	58078293
F6812	425.2684	145.95	1	0.93	203	1944590	0	2230326	2248668	0	1809823
F6813	508.2908	145.95	1	0.91	631	1430306	1547505	1886095	1652660	1754587	1838397
F6814	508.2908	158.76	1	0.55	252	880307	837099	966110	1273805	929944	1079926
F6815	508.2908	238.79	1	0.92	108	304295	62711	273606	336205	376495	372071
F6816	508.2908	411.94	1	0.97	64	145667	161250	156444	190877	181999	221366
F6817	464.3004	147.7	1	0.97	5962	27003619	27405907	26448820	24197598	24767605	23945050
F6818	464.3004	236.86	1	0.89	306	1799186	851772	1945720	2134436	2117146	2155520
F6819	508.3115	163.9	1	0.89	896	2475321	2589210	2810993	3050521	3038598	2923333
F6820	508.3115	238.79	0.94	0.71	69	199037	48248	136938	284685	135853	326597
F6821	464.3217	156.73	1	0.91	530	1387274	1402324	1072269	1439212	1672791	1729152
F6822	376.2482	145.95	1	0.94	127	3871883	3776684	4222694	2231263	3103347	2424662
F6823	376.2482	155.75	1	0.7	38	1307698	1585149	1113865	1217617	1277556	1489099
F6824	376.2482	407.59	1	0.59	18	1336610	1293876	1352523	1416961	1424851	1498918
F6825	464.3373	145.95	1	0.98	1294	3888233	3105131	3583636	2930775	3705264	3318307
F6826	508.3269	145.95	1	0.95	612	2229916	1659721	1580002	1808965	1854377	1639896
F6827	508.3269	158.76	1	0.9	503	2466555	1478244	1958524	1229374	2235854	1869653
F6828	508.3269	237.83	1	0.91	139	368432	435694	492422	635898	591681	622462
F6829	376.2592	146.83	1	0.97	17355	60570682	63834025	64035963	76781471	80973151	77615901
F6830	508.3479	158.76	1	0.72	480	0	1429097	1244751	1206689	1118491	1419322
F6831	508.3636	145.04	1	0.98	1239	4763192	4435394	4505672	4094395	4950504	4886031
F6832	508.3841	152.96	1	0.97	2005	6527395	7201098	6570064	8317255	8015921	7407774
F6833	376.2845	145.04	1	0.93	216	1500141	707220	781686	824868	775544	1017336
F6834	376.2845	234.85	0.4	0.61	26	246551	109585	231102	297747	318171	263757
F6835	508.4001	140.93	1	0.97	1225	5878176	4067477	6038624	5256190	5918670	5719442
F6836	508.4206	146.83	1	0.97	13792	27473458	30841702	28069747	25334042	25766474	25240712
F6837	376.306	141.99	1	0.98	149	749982	508044	660955	976016	846408	766290
F6838	508.4364	139.87	1	0.97	947	3990821	4548192	4355179	3959661	4362103	4411395
F6839	509.1886	140.93	1	0.96	152	0	0	0	0	369398	316301
F6840	376.3249	147.7	1	0.92	890	3027929	2917386	3778230	10072668	10948228	10762153
F6841	376.6938	505.67	1	0.98	132	0	0	0	723208	679163	723061
F6842	509.2778	164.92	1	0.96	563	0	0	1866412	1399788	2038429	1842369
F6843	509.2879	150.31	1	0.94	1268	0	3959217	3256854	4302247	4634956	3454080
F6844	376.7877	788.71	1	0.81	133	2606317	82181	1232424	0	0	0
F6845	376.7877	801.36	1	0.95	133	0	2358997	3947	0	0	0
F6846	376.7877	814.46	1	0.97	384	0	0	0	2785845	2580379	1854814
F6847	509.3258	145.04	1	0.53	225	471266	693603	1359437	0	0	1184576
F6848	425.2937	149.44	1	0.91	5424	10684763	13029511	10487126	9903988	11581419	13223927
F6849	377.0486	240.76	0.83	0.91	119	0	0	0	0	537649	660249
F6850	425.305	145.04	1	0.83	553	2474900	1360535	2454432	621866	1813637	1456460
F6851	509.3825	143.05	0.88	0.89	121	1046366	0	978703	0	810028	0
F6852	377.1457	797.36	1	0.99	835	0	0	0	8217785	9632915	10232206
F6853	377.1457	835.59	1	0.99	4492	0	0	0	58545059	53343056	42071569
F6854	425.3108	127.33	1	0.98	403	1013474	1048054	997960	1071918	1045118	1011445
F6855	425.3108	164.92	1	1	28835	59122388	60109819	62608041	69171371	66481690	68426968
F6856	509.3844	140.93	0.5	0.72	175	0	902643	0	828418	0	914801
F6857	509.4403	140.93	1	0.91	28	1208244	1086784	1032765	783363	908204	1190473
F6858	377.1713	237.83	1	0.87	113	0	0	236815	148055	183914	154902
F6859	377.1713	789.84	0.73	0.97	74	0	0	0	272865	319352	269045
F6860	425.3218	129.37	0.55	0.97	762	1463896	1644503	1682940	1718281	1695600	1619499
F6861	425.3218	157.74	0.72	0.36	126	0	307028	134030	178245	577405	87035
F6862	509.4934	139.87	1	0.87	13	410499	437609	0	0	427416	487511
F6863	425.3264	143.05	1	0.89	488	1178421	1570974	2420427	1588077	1865779	2050252
F6864	425.3297	152.96	1	0.92	8	0	2603656	0	0	0	2566368
F6865	425.3411	145.04	1	0.87	880	2753363	3392476	2735032	2635639	3640066	3116354
F6866	425.3411	155.75	1	0.54	183	134287	483681	291028	597164	495925	650096
F6867	377.1789	171.5	1	0.72	134	206709	301727	293591	272924	386899	317808
F6868	377.1789	187.59	1	0.92	155	462776	391954	502371	284641	395328	473364
F6869	377.1789	238.79	1	0.97	246	579176	63901	708920	483866	540551	589191
F6870	425.3626	140.93	1	0.68	87	974587	659828	928310	708437	762405	699909
F6871	377.1926	185.63	0.77	0.57	48	364624	271343	426756	374203	313491	281047
F6872	377.1955	146.83	0.95	0.85	215	864115	728137	863881	560487	250792	319274
F6873	377.1955	236.86	0.82	0.83	92	326515	125620	253867	419579	307096	236590
F6874	377.1955	505.67	1	1	692	1376	1608	0	3691575	3717284	3960823
F6875	426.2122	146.83	1	0.76	76	149624	30691	0	315247	0	218314
F6876	426.2122	158.76	1	0.55	125	553897	550304	562972	440257	0	482144
F6877	426.2122	237.83	1	0.82	94	285801	424571	355382	300259	0	325763
F6878	377.2107	145.95	1	0.84	746	1076657	1255123	1348116	985086	989681	611363
F6879	464.3579	234.85	1	0.78	11	15985171	15433086	15652858	16407169	16214706	16209437
F6880	426.2153	415.18	0.4	0.94	89	4195	0	0	351465	0	403810
F6881	464.3737	141.99	1	0.97	101	3577812	2876541	3111658	3295343	3440562	2915196
F6882	464.3941	146.83	1	0.97	6255	16535227	0	18195311	12077654	0	13813938
F6883	426.2232	146.83	0.97	0.68	46	0	0	0	0	0	842124
F6884	426.2232	173.54	1	0.52	108	818244	0	1051867	810031	1165423	1057193
F6885	426.2232	237.83	1	0.84	184	352898	0	617469	490651	666754	747108
F6886	464.4102	141.99	1	0.88	60	462486	777175	981738	671546	0	861723
F6887	377.2321	145.04	1	0.86	133	1122007	1508138	1284698	1030388	1111135	678895
F6888	377.2321	157.74	1	0.81	132	1356887	1109476	1221842	609309	782883	925321
F6889	377.2321	236.86	1	0.96	121	688171	74622	796186	703198	749694	710462
F6890	377.2321	254.73	1	0.51	23	20735	773111	58535	50071	73879	33896
F6891	377.2321	408.65	1	0.32	37	1673799	1744965	1794248	1331965	1276342	1420585
F6892	464.8822	825.59	1	0.89	82	1272494	1392983	1714043	23701	0	0
F6893	464.8822	845.08	1	0.99	144	16048	238673	54928	1240950	1452984	1579394
F6894	377.2367	149.44	1	0.95	1879	296620	0	0	8276002	0	7457488
F6895	377.2367	193.63	0.89	0.95	72	649056	0	0	0	0	305963
F6896	377.2367	259.78	0.95	0.88	146	1068834	0	0	0	0	628398
F6897	465.1276	140.93	1	0.84	3564	2028295	3080135	3338241	4307501	4794073	4892689
F6898	377.2633	146.83	1	0.98	5936	12303571	11589589	12359296	15573113	14466004	11379661
F6899	377.2633	268.97	1	0.83	57	301999	149203	256282	313772	372581	303628
F6900	426.2337	147.7	0.98	0.6	8	122160	0	41458	122864	338833	69897
F6901	426.2337	165.91	1	0.95	511	12781552	13402286	13800733	15485332	14427986	14860494
F6902	426.2337	421.76	0.98	0.44	8	569531	649298	612089	732413	748693	773141
F6903	377.2687	145.04	1	0.95	547	1253091	783620	912265	888397	877176	648039
F6904	465.216	147.7	1	0.98	9377	22952518	24340433	24132605	27259738	27571602	25941913
F6905	465.216	172.51	1	0.87	274	549131	714351	653458	916838	799161	804279
F6906	465.216	187.59	1	0.95	120	497703	535965	665306	541193	605266	585788
F6907	465.216	232.87	0.97	0.84	92	263056	0	297887	184815	231455	325909
F6908	465.216	272.06	1	0.79	112	467044	355686	455630	782666	764974	817048
F6909	377.3373	161.85	1	0.95	134	1194375	896517	1246833	493548	358878	505182
F6910	377.3415	140.93	1	0.91	202	440722	640495	560759	578975	489040	671862
F6911	377.6972	505.67	1	0.99	186	0	0	0	884283	869682	942647
F6912	426.2484	145.04	1	0.77	133	929863	932640	642791	1034621	483169	835944
F6913	426.2484	153.86	1	0.61	77	782455	582901	712007	878949	583475	566409
F6914	426.2484	236.86	1	0.8	74	888940	1051385	1027932	1003681	1036775	1143583
F6915	426.2484	413.02	1	0.88	33	226622	214315	242988	293799	285217	262675
F6916	465.2264	153.86	0.29	0.37	79	65963	173389	56246	96734	209740	155974
F6917	510.2553	170.53	1	0.95	272	3431753	3123828	3262363	3767232	3025169	3122562
F6918	426.2628	145.04	0.92	0.61	249	627813	0	586048	0	400079	540731
F6919	426.2628	171.5	0.92	0.86	97	180758	320942	378877	0	0	0
F6920	426.2628	413.02	0.87	0.89	208	931101	976540	949239	0	3166	14822
F6921	378.1757	236.86	0.67	0.47	59	0	498826	489334	548788	0	528775
F6922	378.1757	428.3	0.67	0.93	59	0	1012993	1096613	85683	0	117657
F6923	510.2699	219.69	0.54	0.96	102	1351874	1045342	1352170	1422176	1486751	1658737
F6924	510.2699	237.83	0.54	0.84	75	415184	902373	416409	390675	471128	479862
F6925	510.2699	414.1	0.59	0.74	25	326019	348625	306155	408003	439870	414274
F6926	465.2309	172.51	1	0.88	184	1149670	1661185	1774477	1424025	1418687	1562410
F6927	465.2309	187.59	1	0.97	452	3514952	4011729	4947432	3259880	3818280	4611247
F6928	465.2309	238.79	1	0.96	989	6091440	170688	9033086	5719400	5644092	6907515
F6929	465.2309	257.76	1	0.73	184	252169	7167586	468549	266599	404757	548482
F6930	465.2309	700	1	0.97	50	475363	1604939	2041791	1015744	1938961	2577334
F6931	426.2695	170.53	1	0.74	546	26575525	25923628	26183596	30667997	29935348	29255327
F6932	378.1944	718.72	1	0.63	33	300353	309428	271996	700880	666862	732682
F6933	465.2649	164.92	1	0.95	790	2988046	0	2371466	0	0	2042648
F6934	465.2649	237.83	0.61	0.71	53	197227	0	237420	0	0	0
F6935	378.2062	143.05	1	0.94	178	463328	423163	420080	0	350903	528699
F6936	465.2662	144.07	0.81	0.5	105	0	357818	0	587386	0	0
F6937	465.2662	164.92	1	0.95	516	0	2594779	0	2425532	0	0
F6938	378.2121	152.07	1	0.88	492	8115811	7081201	8200675	7794056	7859024	6811995
F6939	378.2121	163.9	1	0.95	576	9416087	9343212	9280877	9529739	8961639	9661278
F6940	465.2979	143.05	1	0.91	268	0	574172	409212	718396	859688	425164
F6941	378.2232	172.51	1	0.73	720	2034786	2131209	2105708	1762850	1862727	1729232
F6942	378.2232	222.78	1	0.93	77	254854	65938	265534	170593	147899	158650
F6943	465.3043	147.7	1	0.99	2337	2715868	5028201	4174311	2964027	3943296	4562834
F6944	465.3043	236.86	0.85	0.87	142	383731	426232	363302	454757	464531	526095
F6945	465.3214	144.07	0.86	0.97	270	776440	1128936	900527	909922	1076044	574879
F6946	465.3214	237.83	0.9	0.78	52	88228	3347	137042	80653	165426	91980
F6947	378.2274	145.95	1	0.98	360	2480929	2899625	2725078	2329543	2389663	2107840
F6948	378.2274	156.73	1	0.74	89	1020539	954558	1412637	1334477	1473740	1262084
F6949	378.2274	237.83	1	0.86	61	595201	548752	641954	898432	809880	809076
F6950	465.3351	145.04	1	0.89	1014	2087503	2148702	1369000	2234182	2055822	1244415
F6951	465.3576	140.93	1	0.82	229	1099430	0	1581849	0	1390956	1656264
F6952	465.3684	163.9	1	0.83	250	2179554	2721794	2612580	1570756	2032095	1579572
F6953	465.3684	236.86	0.95	0.87	43	170720	0	289150	208470	209742	111911
F6954	378.2485	171.5	1	0.69	298	9942543	10273414	10340212	9070622	8021991	8521736
F6955	378.2485	429.39	1	0.93	39	396260	408866	444214	513794	540420	518371
F6956	465.3832	152.07	1	0.39	11	2318175	2820675	2830099	1909188	1436188	1665177
F6957	426.2856	145.95	1	0.97	355	1998240	2000750	1995546	1618806	1557459	1324435
F6958	426.2856	236.86	0.87	0.77	42	296159	91710	374070	366195	447050	344197
F6959	510.306	145.95	1	0.98	969	3088999	3365551	3649710	2879171	2951963	3837177
F6960	510.306	164.92	1	0.86	368	1573381	2648300	2531422	2639757	1717252	2138305
F6961	510.306	238.79	1	0.92	294	836021	1081528	1111250	1142932	1046970	991820
F6962	465.4304	139.87	1	0.94	35	2827678	2948422	2417064	1952449	2624021	2060143
F6963	510.3091	171.5	1	0.95	300	827615	0	0	0	717083	711555
F6964	465.6998	518.79	1	0.98	149	0	0	0	966072	897686	1087603
F6965	466.1752	141.99	1	0.95	692	1035918	1119059	1192209	1284842	1353168	937431
F6966	466.1752	213.72	1	0.95	160	850359	812852	859921	1078615	971216	1099695
F6967	466.2014	518.79	1	1	1457	0	0	0	6540103	6586914	7389348
F6968	378.2641	145.95	1	0.86	142	4055887	3088002	4252451	3804277	3208785	3813941
F6969	378.2641	235.83	1	0.6	26	1217616	1203719	1272385	1500088	1558373	1501229
F6970	378.2641	408.65	0.7	0.52	12	2579998	2980596	2866996	3098627	3094532	3213774
F6971	510.3272	147.7	0.88	0.81	94	363008	424291	1320788	30025	648291	1125601
F6972	510.3272	165.91	1	0.92	538	5370677	5298035	5324168	5496316	5036336	5783668
F6973	510.3272	429.39	0.92	0.98	108	1006447	1092952	1104277	1319091	1305099	1383870
F6974	466.2194	147.7	1	0.92	1160	2271031	0	2767780	2205689	2774531	905592
F6975	426.306	123.13	1	0.89	10	331198	287586	326771	318561	318033	339622
F6976	426.306	153.86	1	0.95	4648	130390196	131051757	136723814	134635805	135449291	135644058
F6977	510.3428	145.04	1	0.79	713	2452390	3373313	3124920	3975204	3494286	2841218
F6978	510.3428	238.79	1	0.86	109	333491	289545	361158	462482	356419	419181
