id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F4759	293.1144	707.87	266941	334990	314832
F4758	293.1144	436.12	212607	267126	188602
F4787	293.1508	425.75	1673104	1610939	1593075
F4822	293.1756	152.59	28354740	29559498	28069998
F4828	293.1791	122.25	22751353	23284891	22482649
F4834	293.1791	411.91	86337	85173	88599
F4835	293.1791	416.55	70042	100544	78151
F4841	293.212	136.12	430753	459465	442113
F4844	293.2483	144.18	220286	0	0
F4845	293.4859	854.71	2689788	3771712	2674731
F4858	293.9176	831.13	2150380	2318828	2391143
F4870	293.9872	855.29	397836	414074	267203
F10582	293.9971	852.98	0	153420	139021
F4871	294.0017	425.75	72830	152133	124217
F4879	294.0053	426.32	286159	273529	227407
F4884	294.0474	823.09	405915	477987	428850
F4885	294.0581	317.76	289464	305437	232906
F4886	294.0677	434.38	238496	185127	184545
F4887	294.0694	814.54	58385	104803	100645
F4890	294.1016	780.12	1315679	1358910	1216412
F4891	294.1016	810	850667	775504	774654
F4892	294.1055	565.04	340223	303982	329989
F4899	294.1195	718.37	4714236	4848374	4992674
F4901	294.1382	137.28	193064	191459	116756
F4912	294.1543	425.75	202495	128284	195695
F4922	294.179	153.16	4588447	4407163	4433049
F4923	294.179	223.8	1356174	1390233	1340228
F4926	294.1823	121.67	2678794	2655633	2652084
F4927	294.2437	168.96	348636	356385	276356
F4931	294.4844	852.98	74218	122900	88741
F4968	294.9033	834.52	64424678	56286977	58216317
F4980	294.9122	830.57	6115711	6984958	7118485
F4984	294.9604	835.09	2101963	1880209	1763864
F4985	294.9933	852.4	710752	969657	853330
F5006	295.0251	72.88	1533540	1698490	1691456
F5010	295.0251	780.68	837868	684992	971548
F5012	295.0298	153.16	427435	487739	539037
F5016	295.0516	318.92	1212948	1152739	1158103
F5018	295.0937	769.67	171727	178228	166446
F5021	295.1228	717.79	429611	460849	480947
F5034	295.1339	151.47	679298	858697	680611
F5038	295.1371	128	1526768	1342393	1418163
F5042	295.1396	534.41	200504	153602	152065
F5045	295.1548	138.44	243589	333506	306345
F5047	295.1548	676.77	54662	35921	34077
F5049	295.158	154.28	2358701	3022727	3002178
F5050	295.1748	121.67	647000	741355	669741
F10606	295.1826	153.72	0	246267	0
F5065	295.2275	153.16	3797315	3878457	4103211
F5064	295.2275	134.38	1948296	1780533	1902005
F5072	295.2639	144.74	4557449	5328011	5416671
F5074	295.9064	834.52	2620386	2347853	2426681
F5076	295.9201	1105.32	12146750	12953174	12595223
F5080	295.9941	824.24	212716	390991	369359
F5081	295.9983	678.51	197780	195135	222086
F5082	296.0021	426.32	116338	225136	119245
F5083	296.0447	126.27	293590	257605	261156
F5085	296.0516	817.39	221501	112826	200690
F5086	296.0555	819.66	75722	88820	133252
F5090	296.0735	568.58	9347598	9107506	9362634
F5091	296.0821	300.87	10629319	7723611	9268139
F5093	296.0821	921.14	612576	558882	575784
F5100	296.1	472.89	12693361	12659099	12602620
F5101	296.135	673.29	485963	606907	527099
F5103	296.135	713.7	436312	421757	383673
F5102	296.135	682.57	363865	412297	411920
F5105	296.1501	494.08	382551	394333	359742
F10608	296.1623	154.28	0	115828	137180
F5111	296.2311	135.54	201246	226007	222446
F5115	296.2593	151.47	216865	539934	0
F5118	296.2674	144.74	945703	931784	1118847
F5121	296.8822	835.66	11605772	7951459	8965956
F5120	296.8822	827.75	1999167	3557732	2882063
F5122	296.9011	834.52	11712218	10184765	10449448
F5138	296.9193	833.96	565797	244628	371237
F5136	296.9193	531.46	136797	113509	99394
F5142	296.9919	719.54	1884601	1827635	1982472
F5152	297.0397	837.94	381091	453237	433764
F5159	297.0469	163.31	52662491	7961372	25888179
F5163	297.0628	220.3	741133	295140	560065
F5162	297.0628	158.24	73376	18515	115065
F5165	297.0681	426.32	67313	111798	38387
F5166	297.0768	568.58	656981	621037	697554
F5183	297.0856	300.87	969406	643998	843160
F5188	297.1066	840.82	161329	188798	169397
F5189	297.1165	126.27	984233	779762	927394
F5202	297.1473	157.11	351913	289831	299972
F5210	297.1527	125.7	109264197	97962020	110236029
F5211	297.1527	226.13	454748	434960	468809
F5218	297.1555	278.16	394596	484927	465998
F5234	297.1706	160.5	1006420	1060028	1220828
F5237	297.1706	422.89	302887	256695	327276
F5245	297.2069	157.11	599622	609718	543753
F5293	297.2432	151.47	35506828	33618862	35855946
F5294	297.2432	158.24	24076407	24860750	23531438
F5297	297.2795	144.18	21252086	21460813	22191758
F5304	297.9044	835.09	253878	183834	204246
F5357	298.0464	162.75	3463850	389669	1689327
F5364	298.051	371.6	475003	460740	462539
F5376	298.0788	455.96	423498	476650	501548
F5380	298.0949	356.39	735712	407753	555124
F5383	298.0964	632.17	415505	549897	0
F5384	298.1008	678.51	277133	203882	327235
F5401	298.1294	123.4	3100098	3211853	3285490
F5406	298.1507	682.57	666235	660382	595081
F5405	298.1507	676.19	286253	364619	257908
F5409	298.1561	126.27	17153470	15517383	17157263
F5415	298.2021	140.18	29115	44029	47111
F5434	298.2466	152.03	5393582	5410705	4865927
F5435	298.2466	157.67	3867244	3769714	3572158
F5433	298.2466	139.6	542513	568343	633881
F5437	298.2829	144.18	3307551	3652338	3812750
F5439	298.8616	836.22	2568670	1661664	1956550
F5438	298.8616	827.75	440246	774930	697434
F5441	298.8803	835.09	1808067	1380347	1749107
F5440	298.8803	827.75	397670	574483	650734
F5498	298.9426	117.6	85798996	88163900	85050628
F5504	299.0024	835.09	1842988	1666917	1576453
F5503	299.0024	826.61	777105	1082133	869738
F10616	299.0075	707.28	0	944403	0
F5551	299.0261	158.8	20279638	2853143	10260951
F5552	299.0261	177.52	15266594	3125862	9589038
F5557	299.0362	459.45	487859	483882	463299
F5559	299.0437	163.31	2045277	110317	940542
F5577	299.0704	523.17	492089	564172	533928
F5606	299.0804	158.8	58658766	28303211	26050455
F5605	299.0804	141.33	34636	25493	41414
F5609	299.0951	157.67	410286	452457	0
F5608	299.0951	133.21	240419	347054	0
F5619	299.0978	804.32	2335880	2477896	2250621
F5618	299.0978	157.67	20055	0	347362
F5643	299.1134	163.31	4483169	4554195	4632640
F5647	299.1325	123.4	388733	388159	468587
F5649	299.1414	139.6	86117	61275	0
F5656	299.1497	164.44	5953558	5697415	5744802
F5655	299.1497	125.7	4018993	3706341	4158024
F5658	299.1597	127.42	913636	684988	968664
F5674	299.1862	168.4	2082836	2385021	2057428
F5676	299.1976	180.96	236122	231702	225997
F5679	299.2014	150.34	26109123	37552365	17336277
F5680	299.2088	474.65	1948470	1995868	1985190
F5685	299.2226	148.66	7384004	6946901	7272524
F5684	299.2226	140.18	1369373	1452435	1393395
F5688	299.2226	516.06	1204235	1398079	1365033
F5687	299.2226	425.18	870059	829285	816288
F5698	299.2589	157.67	192345985	188577660	188738640
F5699	299.2589	251.57	73604556	70601250	70824236
F5700	299.9421	118.18	381768	367578	339491
F5701	299.946	117.6	3086117	3290808	3187171
F5729	300.0257	159.37	3306552	192319	1466086
F5730	300.0257	176.38	2662830	426642	1542583
F5732	300.0297	177.52	657202	0	387119
F5736	300.049	833.96	1581649	1577526	1649989
F5742	300.0572	786.41	178087	329880	263507
F5772	300.0674	392.07	12412444	12215985	12895301
F5774	300.08	158.8	7167495	3559323	3149443
F5776	300.084	158.8	3359352	1657418	1592579
F5777	300.0965	880.43	33106	47874	56506
F5784	300.1199	419.43	60961	0	0
F5785	300.1312	806.6	580047	733597	887391
F5786	300.1354	463.53	499150	490855	457833
F5789	300.1454	142.48	337570	234146	150374
F5793	300.153	126.85	489629	487169	495824
F5797	300.1815	253.82	178251	176230	188836
F5799	300.1929	425.75	3673523	3857792	3785133
F5804	300.2047	150.34	4811231	7375753	3008664
F5807	300.2122	475.24	216507	220484	223539
F5811	300.2622	158.24	34912461	34687033	34094433
F5812	300.2622	251.57	11216644	10596627	10598063
F5810	300.2622	139.6	641774	370853	461018
F5849	300.9039	206.36	525136	576815	607279
F5857	300.9386	117.6	3142745	3182191	3130686
F5860	300.9467	118.76	262068	280938	299111
F5877	301.0056	254.38	337557	13971	252405
F5880	301.0155	255.52	1395356	0	644443
F5881	301.0155	425.18	314800	0	167136
F5883	301.023	175.81	1687828	277723	1079053
F5882	301.023	158.24	1924916	113858	822251
F5885	301.0598	172.37	1381729	0	777235
F5886	301.0653	813.97	488105	436065	495795
F5891	301.0766	159.37	4926188	0	1286780
F5892	301.0766	679.67	276711	243569	307732
F5893	301.078	158.8	0	2115734	589260
F5910	301.1041	331.78	1733545	1559156	1627231
F5911	301.1153	811.7	2483537	2541311	2834355
F5920	301.129	167.27	11057047	10700294	10866344
F5923	301.129	526.73	330395	333248	302201
F5922	301.129	515.46	222232	257251	266434
F5926	301.1443	165.01	154961	142712	201140
F5929	301.1574	426.32	6780397	6793922	6860715
F5932	301.1629	865.78	1029310	1068426	1082707
F5931	301.1629	852.98	385072	412287	423730
F5955	301.1963	425.75	435035	501931	413005
F5976	301.2019	168.96	1502279	1500915	1650103
F5975	301.2019	156.54	831877	819637	1044253
F5974	301.2019	141.33	686466	580342	656587
F5979	301.2019	425.18	262457	226101	269763
F5984	301.217	146.98	17159127	17080045	11663611
F5992	301.2382	535.6	9503238	11576021	10425298
F5990	301.2382	148.66	7431583	6555245	7547364
F5991	301.2382	252.69	1144321	1437017	1132442
F5993	301.2662	157.67	2472677	2313403	2266598
F5994	301.2662	249.88	579402	647182	470294
F6058	302.0005	668.64	259655	231155	244012
F6059	302.0005	675.03	129848	170807	167377
F6057	302.0005	650.43	133300	171275	138279
F6060	302.0234	735.39	405676	344023	385751
F6089	302.0452	781.81	7773470	7603660	7859284
F6090	302.0452	811.7	1102854	1153608	1080953
F6091	302.0452	823.67	411492	428230	357201
F6115	302.0508	182.68	94785	126156	106017
F6129	302.0643	428.04	4872420	5009877	0
F6128	302.0643	407.83	3264483	3327420	0
F6139	302.0657	457.71	7746925	7707871	8182302
F6144	302.0729	637.48	474494	410818	392465
F10791	302.0995	555.64	0	0	1096864
F6152	302.1006	815.11	6337457	5964038	6082110
F6151	302.1006	557.4	1046272	1181217	0
F6181	302.1064	529.1	663334	769970	640570
F6189	302.1324	167.84	1059972	1050008	1036739
F6190	302.1324	252.69	42094	24761	126932
F6221	302.1469	845.47	988016	946697	995405
F6220	302.1469	819.66	609461	695746	651060
F6222	302.1469	889.26	509367	436353	491655
F6219	302.1469	791.02	487248	445049	416056
F6226	302.1608	426.32	987005	987726	967628
F6231	302.1689	137.86	162480	134758	119455
F6234	302.1834	880.43	335127	240606	249851
F6255	302.2205	150.34	1726120	1508996	735609
F6254	302.2205	145.3	1467830	1734932	584305
F6276	302.2415	520.21	536353	668090	649577
F6277	302.2415	527.32	536353	668090	649577
F6275	302.2415	514.87	312434	437558	446854
F6273	302.2415	148.1	238383	113386	488604
F6280	302.5335	824.82	10731058	11204711	11201837
F6364	302.9847	183.83	2989531	342266	1662054
F6365	302.9847	253.82	1127404	70377	682942
F6371	303.0306	531.46	975859	1036534	944016
F6374	303.035	825.39	1784300	1944058	1646514
F6380	303.0374	826.61	0	1897388	0
F6381	303.0395	184.4	398747	0	185368
F6388	303.0509	803.18	2353250	2263055	2220321
F6387	303.0509	519.02	903115	974259	985545
F6410	303.0672	428.62	2447584	2843747	2581425
F6411	303.0694	458.29	671434	714818	602011
F6413	303.0762	713.7	1164914	1062737	1042477
F6414	303.0762	768.49	629318	675174	599373
F6415	303.0762	775.56	192966	171139	174456
F6416	303.0762	796.31	112685	92436	99099
F6417	303.0834	455.96	7760170	7411827	7739300
F6423	303.0963	816.25	250741	232348	269334
F6427	303.1021	676.77	95393	155312	143438
F6428	303.1045	814.54	477443	435972	453191
F6437	303.1083	678.51	88193	50652	109246
F6439	303.1211	737.74	274134	240412	210239
F6445	303.131	830.01	999063	712133	866860
F6444	303.131	712.54	446067	461083	454988
F6446	303.1384	179.24	261353	239547	255055
F6471	303.1447	178.67	9866688	9344741	9617115
F6473	303.1447	446.64	397478	482973	421063
F6491	303.181	181.54	569587	595336	646169
F6498	303.2327	149.78	18881342	14974690	13439012
F6521	304.034	679.09	1247874	1183352	1252286
F6570	304.0519	781.81	1078448	1141871	1167921
F6581	304.0608	808.3	25462982	25787698	25246937
F6580	304.0608	781.24	1671169	1722359	1485675
F6579	304.0608	734.22	673555	666698	671888
F6583	304.0632	457.13	2282342	2267064	2415379
F6595	304.0785	333.54	1741367	1596750	1668137
F6601	304.0859	455.96	823035	778423	804397
F6613	304.1069	401.41	2851361	2910336	2954068
F6617	304.1481	178.67	472244	464022	389799
F10631	304.1683	422.89	0	134914	80808
F6618	304.1917	151.47	1680527	1723415	1796432
F6620	304.2361	149.78	2469465	1221508	1308780
F6619	304.2361	144.18	360359	600774	397103
F6632	304.9276	1188.61	2402329	2574331	2644190
F6641	304.9788	733.63	1166433	1181081	1251695
F6674	305.0181	577.42	1327891	1345334	1390626
F6675	305.0181	590.93	584771	521678	572799
F6677	305.0181	795.09	181414	204994	219720
F6698	305.045	712.54	7363078	7833345	7749316
F6699	305.045	781.81	3632899	4078660	3955931
F6700	305.045	811.7	1006880	1132831	988971
F6702	305.0478	974.53	4738916	4567239	4721894
F6701	305.0478	521.4	293177	294301	310296
F6704	305.064	808.3	2264943	2473857	2293113
F6705	305.0687	851.83	74701701	64529727	72277216
F10022	305.0812	767.9	137907	149794	161448
F6709	305.0989	471.14	2645819	2655136	2543866
F6708	305.0989	184.4	89528	163334	131450
F6717	305.1181	777.29	33568	31064	81544
F6719	305.124	178.1	2788378	3048062	3134299
F6721	305.1604	179.24	6152950	5873378	6254797
F6723	305.1604	426.32	125282	141135	137517
F6735	305.173	566.22	1906676	1875227	1894506
F6733	305.173	485.81	392596	371207	435695
F6734	305.173	490.53	221881	191283	194087
F6732	305.173	183.26	76267	107470	73192
F6738	305.1757	139.6	418325	380265	393305
F6740	305.1757	424.04	374180	319464	317874
F6739	305.1757	182.11	35040	37047	44088
F6747	305.1968	179.82	201866	141518	219137
F6748	305.2155	127.42	124054	158763	139954
F6749	305.2484	144.74	2728871	3188223	2768570
F6750	305.2484	149.22	931157	465787	1040743
F6751	305.5705	851.83	15356118	12717507	14142553
F6755	305.9954	678.51	341950	262261	366164
F6767	306.0539	153.16	301994	594620	659139
F6766	306.0539	134.38	339231	324256	342778
F6769	306.0579	455.96	48705294	46775574	47267754
F6770	306.0579	576.24	2750915	2886314	2840076
F6771	306.0579	806.6	282671	328688	292153
F6785	306.0653	851.83	5281726	4261921	5045111
F6787	306.0715	851.25	2036615	1620594	1735190
F6804	306.0765	810	164146051	228579583	194915344
F6807	306.0833	182.68	180459	207106	251483
F6820	306.1557	178.1	60381	0	0
F6821	306.1638	178.67	536259	487239	572928
F6827	306.1709	253.26	1355733	1487080	1532710
F6826	306.1709	166.7	1222072	1294723	1136895
F6825	306.1709	140.18	90301	86232	95371
F6828	306.5643	851.25	180323	413357	243740
F6829	306.5684	851.83	1069009	746788	1144785
F6835	306.8157	832.26	440896	254445	355724
F6834	306.8157	828.88	202407	262266	320947
F6875	307.0551	455.96	313450	353357	311715
F6876	307.0613	455.96	4108252	4162039	4000490
F6877	307.0613	576.83	197844	212106	230672
F6893	307.0798	810	14216111	20407562	17473867
F6895	307.0798	843.14	55991	79396	79904
F6902	307.126	816.82	3195973	3123561	3180517
F6908	307.1397	175.81	1556457	1450927	1551140
F6921	307.1549	161.06	1081248	1025123	1087268
F6922	307.1549	227.88	7798	0	0
F6925	307.1583	128.58	204168	215763	297023
F6931	307.1947	121.67	7681947	7639314	7963145
F6953	307.2641	144.18	3155887	2812116	3086945
F6965	308.0129	645.14	266695	302845	310871
F6966	308.062	455.38	585413	576083	574603
F6967	308.062	820.8	95484	48846	76065
F6969	308.0724	810	5809328	8072146	6526913
F6968	308.0724	471.14	5516931	5552065	5393181
F6971	308.0804	811.13	994138	1216028	1104795
F6970	308.0804	779.55	980683	905932	1017412
F6992	308.0986	669.81	1389096	1662252	1474498
F6991	308.0986	650.43	514575	478237	484732
F6993	308.0986	716.62	429208	403868	407132
F6990	308.0986	178.67	173386	196764	165230
F6995	308.1099	678.51	386421	274961	375457
F7010	308.1616	859.38	439414	512351	485407
F7011	308.1981	121.67	1046932	1154721	1096658
F7012	308.7952	831.13	53638354	58259749	58243797
F7014	309.0399	753.1	206549	200207	193402
F7023	309.0677	810.56	374587	1828454	762006
F7025	309.076	810	446897	698875	457783
F7024	309.076	471.14	465849	491403	493047
F7026	309.076	823.09	296892	254966	279649
F7036	309.1011	424.61	28695404	29393815	28075403
F7035	309.1011	176.95	12168463	12448560	12918434
F7038	309.109	749.55	152701	134630	131713
F7044	309.1317	843.72	596320	645556	696759
F7043	309.1317	824.24	357039	400232	412734
F7057	309.1529	127.42	2944055	2517057	2799622
F7082	309.1565	69.41	64725	66194	83683
F7091	309.1704	149.22	4313657	4599940	4233100
F7092	309.1704	161.62	1253099	1268785	1254264
F7095	309.1704	252.13	601954	601071	657339
F7113	309.1741	122.83	6159974	6213033	6143949
F7114	309.1741	153.16	222763	122675	291802
F7120	309.1741	332.37	91591	93224	95436
F7121	309.1741	338.23	59614	111309	48848
F7116	309.1741	260.72	107641	46403	60152
F7118	309.1741	270.59	78471	59394	70204
F7134	309.1911	121.67	247657	213062	256914
F7150	309.2798	144.18	105498018	106713882	103724036
F7154	310.0117	828.88	2923541	2347093	2567211
F7159	310.0213	826.61	1425888	2173088	1934169
F7160	310.0213	834.52	490065	357744	389341
F7163	310.0285	532.64	357329	390442	360984
F7165	310.0603	682.57	267383	275726	268477
F7166	310.0855	850.1	210047	399442	163928
F7169	310.0893	678.51	128321	167027	176227
F7172	310.0963	531.46	1991972	2072354	1918687
F10547	310.1018	807.17	0	454868	272585
F7195	310.1046	424.61	3054164	3185161	2913817
F7194	310.1046	177.52	1100049	1126494	1209039
F7201	310.1144	675.61	1045172	1290260	1279842
F7200	310.1144	432.64	350289	399202	402791
F7205	310.1522	708.45	515611	531973	542821
F7207	310.1564	127.42	443327	380066	444337
F7209	310.1634	901.64	1865444	1811503	1763207
F7210	310.1773	122.83	606903	626782	659251
F7213	310.2387	136.7	482181	429223	458540
F7214	310.2387	155.41	306188	222202	198814
F7216	310.2832	144.18	21288879	21099538	19691852
F7217	310.7934	831.13	9018822	7611847	9381769
F7228	310.9347	833.96	44759883	39920523	40852380
F7236	310.9563	1196.91	5186972	5076077	5418074
F7235	310.9563	1154.72	3655370	3511866	3759711
F7279	311.0684	543.27	313127	324771	269910
F7280	311.0803	530.87	2182434	2366296	2257429
F7282	311.0971	424.61	891806	980138	894185
F7283	311.0971	852.4	235179	284486	318839
F7281	311.0971	176.95	272110	300343	249161
F7287	311.0992	152.03	3883299	28750	1042397
F7291	311.1134	173.52	300163	291917	390293
F7295	311.1323	129.73	962894	1033080	951877
F7298	311.1393	1007.02	1557655	1636646	1614991
F7297	311.1393	253.82	187663	147556	10330
F7296	311.1393	139.6	220858	0	0
F10638	311.1414	139.02	0	315641	201527
F7016	311.1441	133.79	163074	137903	148179
F7017	311.1441	142.48	25811	74067	28312
F7021	311.1474	794.51	375872	383821	351294
F7029	311.1497	174.09	615930	568451	681748
F7028	311.1497	166.7	459041	830110	419078
F7030	311.1497	230.8	6742	8012	4777
F7033	311.1668	901.64	144455	157098	112603
F7047	311.1685	125.12	322326011	294178049	327153331
F7075	311.2226	159.37	3489482	3123938	3487027
F7078	311.2866	144.74	1311170	1395604	0
F7088	311.2954	144.18	57385925	56063974	57866355
F7097	311.4693	854.13	336103	486729	298602
