id_number	mz	rtime	neg-12C14N-3-0ev	neg-12C14N-1-0ev	neg-12C14N-2-0ev
F4809	262.1446	160.5	912003	980739	672660
F4808	262.1446	129.73	110117	60162	43208
F4811	262.5973	139.6	450573	305051	515343
F4813	262.9071	595.03	1097882	964565	1125316
F4812	262.9071	572.11	539538	459807	564536
F4850	262.9548	839.09	77493	123069	137417
F4852	263.0341	839.09	79467	109149	61750
F4853	263.0439	385.06	13191656	12585697	12757386
F4854	263.0656	162.19	732583	817696	540965
F4855	263.0705	808.87	5910825	5923292	6143973
F4861	263.0746	708.45	1414337	1484962	1341342
F4860	263.0746	682.57	477165	462642	423360
F4859	263.0746	646.9	417292	439108	435192
F4862	263.077	178.1	523898	499479	573308
F4863	263.0802	428.04	87159	138294	44420
F4911	263.0954	924.7	2219223	2813	2150841
F4908	263.0954	184.97	271485	259106	316870
F10512	263.097	921.14	0	1912498	0
F4914	263.1133	182.11	952288	724866	813264
F4915	263.1133	426.9	50308	28502	39067
F4930	263.14	328.27	1521558	1560971	1526384
F4935	263.1497	252.13	158646	94126	168809
F4940	263.1649	139.02	52260	62309	110025
F4944	263.4752	853.56	1774967	2534393	1838984
F4946	264.0022	784.64	1150602	1541844	1267899
F4956	264.047	387.4	1106240	1134836	1134130
F4964	264.0546	780.68	670360	705437	798003
F4963	264.0546	773.22	180499	186519	167713
F4966	264.0654	816.82	1015379	827071	776465
F4969	264.0738	808.3	381286	322102	268736
F4981	264.1371	380.97	1461684	1370932	1435306
F4986	264.4739	852.4	121434	107711	126376
F5004	264.9252	566.22	456121	361107	446352
F5029	265.041	383.31	3899481	3891014	3819299
F5030	265.0424	852.4	308679	2032659	631392
F5037	265.0442	646.32	1042680	1160265	1091246
F5036	265.0442	576.83	296920	350501	385977
F5035	265.0442	455.96	198265	179451	190320
F5043	265.0628	543.86	969649	887659	1050059
F5044	265.0628	557.4	417913	394698	551495
F5051	265.1078	166.7	26713832	26128399	24842753
F5055	265.1113	162.19	211120	158811	147199
F5056	265.1193	447.81	537687	579384	604797
F5069	265.1441	253.26	28501	119681	56330
F5078	265.1476	122.83	95632146	95084077	98065119
F5088	265.1806	154.28	65923361	67739408	67568296
F5087	265.1806	138.44	6638270	6741529	6510774
F5094	265.212	254.95	119277	121973	105278
F5130	266.0893	457.71	5680648	5247339	5503659
F5132	266.0893	852.4	1932448	1843046	1812951
F5131	266.0893	519.02	214947	204791	204302
F5133	266.1112	166.14	3389208	3339264	3390769
F5153	266.1509	122.83	7410308	7279516	7884252
F5193	266.184	154.28	8499665	8957853	8896394
F5192	266.184	138.44	971171	1021474	994464
F10514	266.9344	520.21	0	218588	298664
F5199	266.9886	159.93	175650	380723	0
F5223	267.0103	420.01	123209	128618	129308
F5250	267.0732	520.8	103652228	101641970	102019333
F5263	267.1085	458.29	935026	934664	912296
F5262	267.1085	440.21	760848	800783	791765
F5264	267.1085	678.51	212951	208013	174444
F5261	267.1085	255.52	69622	98891	100527
F5267	267.1234	169.53	999581	1079630	960950
F5268	267.1234	182.11	895832	903814	939871
F5274	267.1267	159.93	2854673	2842573	2779316
F5278	267.1434	122.83	2178868	2213505	2253516
F5279	267.1462	589.17	5213882	5363986	5492111
F5283	267.1599	154.85	1575985	1326229	1288867
F5298	267.1962	136.7	2147023	2323554	2180447
F5299	267.1962	157.67	808979	797148	1007344
F9988	267.2125	520.21	322086	286605	231660
F5303	267.2327	146.98	51577260	51345260	50520067
F5313	267.9535	829.44	610949	443137	480476
F5316	267.963	834.52	941374	659533	789813
F5321	268.0107	825.39	425309	619403	603306
F5323	268.0427	464.7	209534	206949	164098
F5329	268.0684	1189.8	441778	446218	561011
F5334	268.0705	520.21	747586	662715	595987
F5333	268.0705	517.84	395016	269532	507821
F5344	268.075	520.8	10959131	10544777	10471268
F5382	268.0823	454.22	1072511	1191461	1047059
F5389	268.1051	777.29	904728	803650	855445
F5390	268.1051	787.56	316469	307532	279440
F5393	268.1188	426.32	231524	230957	255224
F5394	268.1188	498.22	196560	197204	179439
F5402	268.147	122.25	157667	128795	181713
F5407	268.1496	587.41	184716	201595	267441
F5408	268.1496	593.86	179115	208249	224979
F5412	268.1916	422.89	462365	476136	455457
F5410	268.1916	182.68	368810	364463	389501
F5413	268.1998	137.86	306704	295381	252721
F5414	268.236	146.98	8123178	7721263	8132672
F5419	268.8597	830.01	1425621	1448468	1390147
F5427	268.924	876.89	0	10517	19429
F5457	268.9474	254.95	47098	116761	81316
F5459	269.0026	773.81	190433	288698	212232
F5460	269.0448	776.71	353641	496093	380855
F5469	269.0546	565.63	603998	638165	648541
F5474	269.0697	716.04	180147	230035	201142
F5475	269.0754	677.93	768654	823978	790001
F5476	269.0775	519.62	636801	645834	632723
F5479	269.0849	128	496972	471930	531881
F5483	269.0878	815.11	5322642	4784908	5025471
F5486	269.0922	1005.87	7237868	7795462	7328816
F5575	269.1028	164.44	4084764	4740421	4136664
F5576	269.1119	773.81	282135	260915	269867
F5579	269.1308	139.02	816710	917946	834832
F5595	269.1393	146.42	16986216	17120259	17315467
F5624	269.1755	163.31	1660245	1587480	1695783
F5631	269.212	155.41	16818420	14680472	15985400
F5632	269.212	163.31	13549240	13687314	13283387
F5636	269.2483	146.98	106105873	105440013	105112342
F5654	269.9823	844.31	233000	204767	269368
F5682	270.0466	513.68	1087571	944893	1039415
F5681	270.0466	460.03	926483	859684	870597
F5683	270.0466	524.36	600857	519293	520102
F5689	270.0763	819.09	1061445	1079140	1040872
F5721	270.0913	815.11	483368	304924	389948
F5743	270.1111	738.33	1561004	1559464	1627462
F5752	270.1345	139.6	443362	379670	394938
F5758	270.1426	138.44	185551	198955	198279
F5762	270.1459	684.91	845544	809411	773556
F5764	270.1708	168.4	906141	848751	893479
F5765	270.1708	253.82	638376	633395	709259
F5800	270.2072	254.38	2407551	2549939	2706835
F5801	270.2153	155.41	2394855	2197230	2570535
F5802	270.2153	163.88	2098176	2007034	1977091
F5808	270.2517	146.42	16514616	15514950	15791011
F5817	270.8392	830.57	45653055	46038743	46926400
F5874	270.9257	1190.39	1730543	1729004	1741019
F5873	270.9257	1155.9	1028762	1090711	1085524
F5894	270.9349	826.61	140468	302830	176549
F5946	271.0225	855.29	435296	411242	502245
F5964	271.0408	407.25	16511578	16881532	16580169
F5963	271.0408	379.8	10173499	10312435	10137351
F5965	271.0408	427.47	8124449	9434273	8716088
F5962	271.0408	137.86	197809	180591	192402
F5969	271.0546	677.93	71461	72925	79531
F5981	271.0696	523.17	1262184	1340401	1355843
F5983	271.0723	1008.16	1752219	1622489	1569801
F6001	271.0819	1005.87	12465065	14267458	12072579
F6002	271.0975	135.54	124823	112534	133974
F6011	271.1046	851.25	326280	295712	359541
F6021	271.1185	178.1	19858141	20360300	19673013
F6034	271.1549	162.75	3724491	3976137	3991442
F6042	271.1663	183.26	1060004	1039065	1118607
F6046	271.1775	543.86	277245	274303	299109
F6069	271.1913	441.38	843477	808480	746580
F6082	271.2276	162.19	77409595	76430829	75794688
F6083	271.2276	252.69	42824661	40400709	41830121
F6081	271.2276	141.33	8311494	6890279	7337745
F6084	271.2552	147.54	268790	331043	737349
F6093	271.9723	825.39	487462	0	198676
F6094	271.9723	841.98	316856	0	181839
F6095	271.9723	861.13	310183	0	115537
F6103	271.9984	128.58	2381069	2396587	2191243
F6104	271.9984	813.4	1001844	1061057	857253
F6105	271.9984	823.09	641457	622565	599878
F6107	272.0191	819.66	702315	721777	586141
F6108	272.0191	846.06	149107	184103	116498
F6119	272.0442	720.71	265642	288377	218561
F6120	272.0442	735.39	201926	181448	214858
F6124	272.05	678.51	1053247	1185384	1093359
F6125	272.052	530.87	347007	343443	394419
F6127	272.056	828.88	1146146	492448	776036
F6126	272.056	819.09	746130	723029	815610
F6134	272.0631	690.2	5146125	5310169	5221134
F6132	272.0631	483.46	795061	753233	808022
F6133	272.0631	649.25	511606	593472	530535
F6131	272.0631	465.28	500278	405833	421366
F6135	272.0631	748.96	379242	345511	334459
F6140	272.0653	824.24	22981978	29316228	28116425
F6149	272.0855	1005.87	613782	903943	517254
F6148	272.0855	806.03	134872	219660	180938
F6147	272.0855	774.98	117134	140550	111302
F6154	272.0888	810.56	1050358	1535212	1340608
F6156	272.0888	850.1	319162	248006	268748
F6163	272.0928	155.41	5509585	5519678	6110549
F6165	272.099	588.58	547601	518870	495493
F6208	272.1219	178.1	1593588	1558309	1633204
F6210	272.125	780.12	1031216	1219218	1014574
F6230	272.1502	527.32	629817	656034	604778
F6227	272.1502	137.86	96404	83062	79285
F6229	272.1502	183.26	72471	50886	88517
F6233	272.1615	448.98	204742	168941	230734
F6236	272.1697	424.04	1740118	1612633	1588522
F6235	272.1697	182.68	36111	55108	67362
F6241	272.1727	783.51	1102579	1041272	1005602
F6249	272.1864	426.32	90639	143873	87613
F6253	272.1948	154.85	50708	0	45310
F6284	272.231	162.19	11693571	10873577	11178029
F6285	272.231	252.69	5046914	4707887	4737020
F6283	272.231	141.91	1052890	1007864	1043473
F6286	272.5001	128	426925	386605	401041
F6287	272.8282	833.39	2118053	2200317	1948499
F6288	272.8376	830.57	4314293	4489588	4224722
F6289	272.8434	831.13	442027	482013	416790
F6302	272.9578	533.82	300671	274499	233077
F6304	272.9693	836.79	1639429	1444312	1533543
F6303	272.9693	826.61	766389	930701	959675
F6312	273.0103	849.53	2202371	1994020	1938650
F6314	273.0187	676.77	261612	187808	239782
F6330	273.0379	426.9	8580212	8921702	8933647
F6331	273.0379	820.8	444078	362727	456272
F6343	273.0565	428.04	11671803	12429090	12304678
F6353	273.0648	690.2	260649	272839	259230
F6355	273.0688	824.82	1426981	1917677	1770351
F6362	273.0727	778.42	589540	559089	604266
F6363	273.0942	975.71	797257	712251	703454
F6399	273.0978	740.1	1134616	1208268	1236141
F6400	273.1204	780.68	455900	516050	675845
F6409	273.1569	876.3	1218451	1158483	1178682
F6408	273.1569	864.04	404418	294860	285125
F6407	273.1569	677.35	209329	172139	113329
F6420	273.1707	254.38	5256380	4500175	4528608
F6421	273.1932	1142.21	476659	486250	441888
F6434	273.2069	537.96	2245852	2765346	2522244
F6433	273.2069	152.03	2047699	1975312	1960593
F6432	273.2069	141.33	368593	309601	306565
F6441	273.2348	162.19	526497	503890	378091
F6466	274.0023	735.39	389984	418471	447135
F6474	274.0136	818.52	16864529	15106111	15960269
F6481	274.0212	919.36	1233906	1297287	1106945
F6488	274.0447	824.24	184215	250168	242672
F6496	274.0603	672.13	2719818	2711899	2750412
F6495	274.0603	434.96	1432024	1430830	1364477
F6497	274.0635	824.24	1173524	1627218	1523593
F6499	274.1012	157.11	1624896	1315859	1425473
F6503	274.1044	818.52	6018962	5460132	5497561
F6504	274.1044	828.88	1976770	1969265	2123373
F6502	274.1044	701.41	596723	583523	571078
F6506	274.1375	178.67	429907	388253	398618
F6515	274.1408	847.8	2964295	2794697	2908247
F6516	274.1408	862.87	973697	889457	947307
F6514	274.1408	597.97	144367	161459	167410
F6517	274.152	832.83	1087116	801323	918620
F6518	274.152	847.22	598753	635210	709961
F6526	274.174	253.82	509639	308934	471756
F6527	274.2021	180.39	359859	350902	400454
F6559	274.9033	836.22	456410	247770	303283
F6582	274.9977	679.09	1265570	1247405	1255304
F6584	275.0109	835.66	565776	284926	416553
F6588	275.0137	819.09	1506375	1270627	1392245
F6597	275.0176	819.09	683130	637462	567288
F6623	275.0258	1190.98	6409995	6642689	6702834
F6646	275.0358	392.07	15780098	16272978	16338088
F6647	275.0358	474.65	555332	718308	712415
F6648	275.0399	825.39	583228	783223	619855
F6651	275.0535	427.47	5144696	5473487	5393404
F6652	275.0535	714.88	1093567	1037036	1205894
F6655	275.0563	780.12	2493710	2107101	2313597
F6657	275.0642	672.71	201735	192784	144318
F6667	275.0885	839.09	718578	774952	794478
F6666	275.0885	800.91	382490	486993	559151
F6680	275.1077	818.52	499230	448601	504387
F6706	275.1133	677.35	326670	278028	276972
F6711	275.1248	840.82	14311188	14884398	14767291
F6712	275.1362	739.51	357073	357041	362770
F6713	275.1441	848.38	271107	236709	277463
F6725	275.1499	253.82	1563876	1757958	1484882
F6726	275.1499	675.61	219229	255403	200941
F6729	275.165	419.43	557378	553871	526490
F6777	275.9813	811.7	119463	117273	160266
F10515	276.0117	818.52	0	226958	305241
F6791	276.0335	730.69	653591	700134	665248
F6792	276.0335	781.81	202196	131479	140725
F6797	276.0393	785.21	593035	653498	572396
F6798	276.0393	795.09	357226	340348	387854
F6799	276.0544	644.55	633202	815997	765749
F6803	276.0949	583.3	166243	87986	138830
F6808	276.1085	817.39	223255	227074	316143
F6809	276.1112	129.16	506061	388585	538765
F6811	276.1167	174.09	225100	258326	295651
F6812	276.128	840.82	1426024	1553448	1499609
F6816	276.1605	128	419918	361443	401792
F6818	276.5578	851.25	999181	869515	962102
F6822	276.8742	812.84	1082965	1102310	1166650
F6823	276.8742	820.8	510807	564179	424960
F6824	276.8742	836.79	510807	564179	424960
F6849	276.9401	831.13	1547873	1656614	1908838
F6879	276.9426	191.32	754113	711733	724177
F6901	276.9776	413.65	6848034	6772193	6770845
F6903	276.9868	716.04	831680	823430	908808
F6914	277.0068	183.83	51444	75108	107344
F6949	277.0327	374.53	4988380	5267449	5149938
F6960	277.0596	334.71	2375352	2361242	2337522
F6975	277.0893	1030.45	2143981	1836462	1979107
F6978	277.0926	179.24	539055	514214	562459
F6982	277.0958	416.55	13664230	14130888	14254627
F6983	277.0958	427.47	3525675	4510513	4181154
F6984	277.1152	804.32	2206285	2398228	2451648
F6994	277.1227	259.56	1695561	1740505	1593847
F7000	277.129	172.95	1065503	1157573	1080323
F7001	277.129	183.83	1042312	962386	1039589
F7004	277.129	840.24	62901	92319	84962
F7006	277.1443	143.05	3623606	3439743	3486474
F7007	277.1475	164.44	438759	417321	375802
F7034	277.1556	177.52	663264	614870	626733
F7040	277.1653	172.95	500273	459818	454101
F7050	277.1806	392.07	3799057	3709607	3580619
F7048	277.1806	150.9	1005304	1139456	691698
F7056	277.184	365.17	2929067	3113119	2872704
F7053	277.184	129.73	1604408	1387060	1436909
F7105	278.0621	734.8	1663913	1589005	1634926
F7104	278.0621	718.37	505844	448117	519085
F7108	278.0798	426.9	255879	343761	246280
F7132	278.0991	421.74	1252074	1201435	1209501
F7130	278.0991	385.65	707757	665180	713417
F7133	278.0991	428.04	177315	346286	248510
F7138	278.1144	511.3	252507	237520	215887
F7149	278.1475	143.05	195600	245042	209945
F7151	278.1526	424.04	59308	62860	71149
F7185	278.8984	831.13	558783	678432	645768
F7190	278.9294	836.22	3998436	3409952	3571589
F7189	278.9294	826.61	918033	1477572	1230808
F7223	278.9675	381.55	1368257	1309889	1230480
F7232	278.9747	402	1074783	1031378	1066706
F7231	278.9747	392.07	973888	939336	969479
F7237	278.9813	718.37	22629551	22327665	23274739
F7239	278.9863	865.2	682869	638909	601928
F7240	278.9948	253.26	928678	0	519998
F7253	279.0085	458.87	191785	182084	165849
F7255	279.0348	819.09	324620	314478	334627
F7256	279.0388	455.96	18795717	18671225	19522028
F7257	279.0567	336.47	596179	592408	617988
F7270	279.0776	141.33	130682	138628	169873
F7271	279.0838	813.4	120621	141344	113745
F7303	279.0928	292.73	7484571	7586019	7294745
F7305	279.0945	679.09	3289171	3493296	3279377
F7308	279.1235	163.31	3918404	3836747	3636508
F7309	279.1269	126.27	271702	389632	368666
F7316	279.135	426.32	1114967	979933	1028321
F7317	279.1458	489.35	1438470	1405407	1390509
F7329	279.1599	157.11	47721	39885	38891
F7334	279.1633	122.25	5559169	5883859	5945502
F7335	279.1924	673.87	379280	665909	461702
F7339	279.1963	156.54	1238508	400886	611495
F7341	279.2327	147.54	44601214	45032143	44639108
F7356	279.9813	715.46	1776672	1892763	1949991
F7357	279.9848	717.79	892457	914417	917805
F9993	279.9965	134.96	4087332	4144821	4264053
F7380	280.0356	861.13	1193511	1403064	1155539
F7382	280.0421	455.96	1440291	1535068	1653089
F7387	280.0496	802.05	2501861	2350095	2565848
F7388	280.0607	838.51	534426	558816	607776
F3248	280.0775	672.13	367572	436828	418925
F3253	280.0955	292.73	677294	778934	0
F3254	280.0955	679.09	0	193080	0
F3255	280.097	293.31	4927	0	664588
F3266	280.1038	844.89	156512	160957	152156
F3271	280.1666	425.75	1785563	1788435	1886663
F3269	280.1666	122.25	598681	690234	595069
F3270	280.1666	183.26	108575	117275	198988
F3278	280.236	147.54	7660415	7749211	8271786
F3280	280.4975	135.54	911955	828461	976862
F3281	280.6341	146.42	2452678	2729454	2416984
F10529	280.7463	146.42	0	3573291	2821434
F3282	280.7504	145.86	1723940	0	0
F3287	280.8873	834.52	767394	563006	846398
F3286	280.8873	828.31	103093	363420	265267
F3289	280.9083	837.36	388219	308144	291464
F3288	280.9083	826.61	42024	56513	121217
F3291	280.9271	836.79	381012	278684	272150
F3300	280.9521	119.35	1347253	1479069	1329236
F3316	280.9793	808.87	115397	75272	191430
F3323	280.9851	829.44	491705	348541	305135
F3322	280.9851	718.96	110262	110791	132924
F3325	280.994	134.96	443493	524342	409854
F3328	280.9968	709.03	6513888	6916693	6794070
F3327	280.9968	683.16	2655546	2591104	2695364
F3345	281.001	383.89	1204664	1285956	1314143
F3344	281.001	254.38	24979	48794	76692
F3356	281.0359	455.96	5385927	5522204	5891232
F3357	281.0359	735.98	416591	438552	365262
F3358	281.0448	839.66	2184768	2206259	2208254
F3359	281.0546	470.55	1665817	1682372	1753341
F3363	281.073	780.68	2724646	2735877	2734547
F3370	281.0891	435.54	2355550	2206273	2303091
F3372	281.0988	145.3	27088598	34709318	23313229
F10557	281.1061	181.54	0	434863	485925
F3387	281.1075	923.51	1911278	1660100	1924380
F3391	281.114	509.51	174473	192640	200524
F3392	281.1216	130.31	392454	362961	349089
F3398	281.1392	159.37	2217816	2359346	2098280
F3399	281.1392	234.31	680362	692483	648621
F3405	281.1425	129.16	524984	542482	587323
F3406	281.1425	156.54	170079	216964	241566
F3407	281.1596	123.4	127690	142236	101840
F3452	281.2484	145.86	9830055278	9977083115	9735235199
F3454	281.399	146.98	22492286	24252613	28167659
F3455	281.4802	866.95	239727	328501	194963
F3458	281.8631	146.98	1671100	2024012	1913318
F3463	281.9691	829.44	760234	717070	619695
F3470	281.9718	862.29	739728	954888	820248
F3472	281.9787	826.61	624799	1193526	870012
F3473	281.9787	835.09	973059	624403	862958
F3475	281.9969	709.62	497131	481929	541671
F3474	281.9969	682.57	130046	162598	142469
F3477	282.0202	834.52	1079078	677697	652389
F3478	282.0393	455.96	477020	496164	495276
F3480	282.0571	634.53	268915	239678	249706
F3490	282.0841	583.3	13879199	14063518	14318544
F3491	282.0841	1196.32	43874	77531	44670
F3492	282.0925	435.54	191290	196941	172650
F3497	282.1206	726.57	164973	168965	126197
F3504	282.1344	131.47	248101	275525	203494
F3505	282.1344	496.44	231277	185712	220676
F3507	282.157	914.63	3665140	3491207	3516504
F3506	282.157	884.55	1964977	1987541	1978607
F3511	282.2072	154.85	545406	536834	608981
F3510	282.2072	139.02	392802	344980	336268
F3512	282.2072	179.82	53494	40585	42008
F3520	282.2517	145.86	1957784852	1988760319	1955522209
F3531	282.9576	866.95	887943	1077936	964702
F3532	282.9576	992.34	438423	466011	472505
F3533	282.9714	429.19	451233	570635	587685
F3536	282.9771	383.31	17138606	18957116	17489801
F3560	283.0309	143.62	200372	196016	129909
F3565	283.0345	865.78	310909	329127	286425
F3576	283.0516	470.55	499096	580965	544288
F3579	283.0682	1179.11	130618	125646	122140
F3593	283.0834	303.77	2071362	3293296	2274744
F3653	283.1007	127.42	1017516	1021187	865583
F3655	283.1049	812.27	891222	932052	795940
F3654	283.1049	688.44	869598	818924	840083
F3658	283.1123	145.3	8176591	6078569	7325128
F3672	283.1373	126.27	1613996	1455116	1621374
F3675	283.1468	139.02	1967386	2061130	1706419
F3678	283.1548	170.66	2190248	1867017	2086353
F3679	283.1548	253.82	515445	448026	404517
F3684	283.1605	914.04	370401	352643	330240
F3700	283.1913	158.8	3260166	3001556	3196048
F3750	283.2277	153.16	4143288	4186944	3896480
F3752	283.2562	145.86	142157704	161817419	136302580
F3770	283.2639	145.86	3572049951	3114322501	3458813458
F10000	283.4156	145.86	10303499	7942609	9298919
F3813	284.0516	646.32	864477	962117	973159
F3816	284.0776	576.83	106467	134455	138760
F3819	284.0888	443.13	273235	341556	313265
F3822	284.1141	145.86	546203	408282	550435
F3821	284.1141	128	153162	164730	143434
F3828	284.1219	882.78	178422	161835	184117
F3832	284.1502	139.6	335025	327503	310761
F3835	284.1945	158.8	122823	166261	187589
F3838	284.223	151.47	4579702	4772561	4961915
F3839	284.223	227.3	1567216	1588505	1732567
F3840	284.231	153.72	198000	180226	255507
F3844	284.2673	145.86	681938946	589903204	659113019
F3862	284.9726	389.74	5229317	6158212	5191335
F3865	284.9902	584.48	255067	243657	189321
F3886	285.0282	178.1	682373	30971	224874
F3888	285.0397	528.51	248067	300602	264692
F3891	285.0464	710.79	259178	242960	254460
F3896	285.0565	708.45	685643	663940	713356
F3895	285.0565	684.33	142187	165512	145613
F3894	285.0565	424.04	136543	157020	142206
F3899	285.0647	159.93	2113790	1201097	974926
F3900	285.0647	529.69	864582	855282	816388
F3901	285.0703	800.34	448384	506143	495040
F3903	285.0852	523.77	151870	174073	166270
F3912	285.1164	118.76	408054	418532	402965
F3913	285.1204	795.09	393991	445688	434921
F3914	285.1259	425.75	1935321	1790863	1810520
F3924	285.1544	973.94	1363848	1161686	1211398
F3960	285.1705	163.88	3436575	4151212	3697223
F3992	285.2264	152.03	465602	528659	256234
F3995	285.2433	159.93	6511751	6403909	6670450
F3996	285.2433	251.57	2497198	2435636	2557131
F3994	285.2433	140.18	902503	966768	827410
F4005	285.2707	145.86	51416809	44571111	51234306
F4041	286.0509	807.74	228350	229077	219913
F4048	286.0795	820.8	1535425	1214234	1319332
F4049	286.1019	799.2	406587	413800	434522
F4055	286.1294	425.75	273098	250378	303151
F4057	286.1375	182.11	240825	220885	219788
F4058	286.1657	159.93	820240	837813	951112
F4060	286.1657	253.82	96667	78818	34536
F4066	286.1884	728.92	2579816	2550154	2606576
F4067	286.1884	775.56	333887	310533	411740
F4071	286.2021	183.26	128834	106042	93157
F4069	286.2021	155.98	45359	68894	93900
F4077	286.2103	141.91	178846	177977	166442
F4083	286.2103	425.18	166586	126223	187771
F4086	286.2468	158.8	955809	1083363	925611
F4087	286.2468	251.57	248531	119407	127903
F4085	286.2468	140.18	87319	69105	86088
F4158	286.9117	429.77	6231493	7090881	6523955
F4168	286.9977	678.51	923614	900904	976039
F4202	287.0357	531.46	7135824	7806986	7462903
F4200	287.0357	253.82	43010	74935	41558
F4207	287.0521	678.51	3807203	3722299	3771340
F4208	287.0735	803.18	1801012	1834824	1601736
F4216	287.0773	260.14	2205931	2079492	2159260
F4219	287.0885	382.72	795791	755376	801032
F4220	287.0885	387.4	618455	670088	593745
F4223	287.0994	840.82	1185291	1376419	1369368
F4222	287.0994	814.54	85282	122548	101869
F4224	287.1054	131.47	946231	904168	863533
F4225	287.1054	143.05	176271	201101	183932
F4231	287.1288	163.88	222919	283302	256761
F4232	287.1288	421.16	157110	156073	185628
F4233	287.1472	849.53	386167	361128	523498
F4242	287.1498	167.84	7621524	7376516	7334420
F4267	287.1918	727.15	222948	229243	214907
F4269	287.2225	253.26	14291318	13554695	13779541
F4274	287.9816	795.67	151894	178770	195366
F4281	288.0555	678.51	335383	382738	331626
F4282	288.0602	524.95	184745	238855	197892
F4283	288.0714	454.8	277672	242646	238398
F4285	288.0765	589.17	1260751	1295371	1206595
F4284	288.0765	562.1	520323	503947	477339
F4288	288.0832	841.98	362618	624087	535694
F4287	288.0832	556.22	385421	421247	423014
F4299	288.1087	132.05	155280	108820	132916
F4309	288.1167	183.83	235853	247835	199511
F4310	288.1167	253.82	128595	191764	136433
F4312	288.1201	807.74	24347958	23781264	24223825
F4316	288.1314	888.67	1452652	1408303	1437490
F4315	288.1314	850.1	1413633	1351279	1399623
F4314	288.1314	840.82	177655	199658	193769
F4318	288.1451	183.83	160072	142833	147402
F4325	288.1677	866.95	665727	688370	546562
F4335	288.226	253.26	2090337	2152708	2087875
F4338	288.8595	832.83	10494577	10216157	10123657
F4350	288.9409	154.28	0	104832	100873
F4359	289.0328	523.17	2297239	2541951	2296042
F4360	289.0328	846.06	2054672	2143666	2200644
F4368	289.0554	520.8	965798	957309	972278
F4369	289.0676	455.96	104965	108361	74230
F4422	289.0864	542.68	466697	491681	457342
F4425	289.0864	753.1	365819	376216	390568
F4424	289.0864	689.61	94613	121852	114550
F4436	289.0929	677.93	87672	106925	100973
F10574	289.1024	131.47	0	261541	229674
F4440	289.1043	132.05	198122	0	0
F4443	289.1154	851.25	12209295	12150682	12285461
F4446	289.1234	808.3	2551946	2446882	2435415
F4458	289.1405	848.38	301785	368767	333207
F4460	289.1444	424.04	595701	702970	581151
F4464	289.1653	181.54	4810136	4183901	4227797
F4483	289.948	611.51	2526600	2446719	2444253
F4484	289.948	696.1	2526600	2446719	2444253
F4492	289.9856	829.44	1528452	1402858	1441716
F4495	289.9951	827.18	314873	439893	405179
F4499	290.063	387.4	1254260	1131242	1177767
F4513	290.0994	841.4	756100	783947	804818
F4514	290.1146	482.87	193115	268369	234463
F4520	290.1187	850.68	1125776	1129208	1056101
F4530	290.1272	127.42	290294	0	228442
F4536	290.1761	153.72	37428109	39108065	37898401
F4537	290.1761	228.47	15982508	16511174	15739468
F4538	290.8578	831.7	1657714	1762991	1718786
F4555	290.9347	835.09	4333966	3536361	3629249
F4554	290.9347	827.75	956258	1669570	1411505
F4560	290.9845	798.62	152619	163245	218643
F4561	291.0575	677.93	180489	215326	167807
F4563	291.0657	764.94	320356	323079	322708
F4586	291.1085	181.54	454893	635231	495677
F4593	291.1237	674.45	529564	516910	513490
F4592	291.1237	131.47	371794	395612	328850
F4595	291.1237	785.21	106957	49235	91311
F4597	291.131	802.62	22431017	30337852	30600115
F4599	291.1448	174.66	3262509	3181043	3195934
F4598	291.1448	128	1142138	1108094	1180490
F4601	291.1448	426.32	589744	570015	646931
F4603	291.1572	555.64	322543	295435	333315
F4610	291.16	425.18	1942738	1915336	1926618
F4607	291.16	140.76	700027	728453	747667
F4609	291.16	183.26	235815	253439	206214
F4608	291.16	178.67	140492	129889	197247
F4611	291.1805	154.28	5540955	6047776	5675998
F4612	291.1805	228.47	2117145	2028231	2044756
F4613	291.1805	236.63	563505	715311	648346
F4626	291.1998	129.16	712977	706181	671358
F4643	292.016	786.41	8379865	8646743	9063443
F4641	292.016	189.58	75668	71013	130001
F4644	292.0337	673.87	763091	844127	673965
F4650	292.0415	668.06	246187	214810	237885
F4651	292.0415	795.09	38073	49128	38484
F4652	292.0707	434.38	1044861	1111960	1090134
F4653	292.0707	815.11	515907	0	482817
F4660	292.115	807.74	1025396	765432	882646
F4668	292.1344	802.62	2834762	2949694	3020313
F4669	292.1481	174.66	163846	209080	219177
F4670	292.8213	831.13	2139732	2091225	2043767
F4672	292.8276	835.09	831021	491108	625714
F4676	292.8954	830.57	508606	363456	427502
F4687	292.9056	830.01	1303452	1493613	1296110
F4689	292.9142	831.13	59184050	62819800	62825888
F4700	292.9227	845.47	1115998	1022525	960097
F4702	292.9328	836.79	367700	209299	222917
F4707	292.9457	1189.8	15155011	15084572	15615631
F4718	293.0019	184.97	160438	188422	180147
F4733	293.0284	380.38	10738833	11034871	11659058
F4732	293.0284	72.88	4959847	5583733	5492807
F4734	293.0284	780.68	2399616	2682465	2398309
F10005	293.0512	802.05	519465	516263	515544
F10003	293.0512	459.45	402483	358681	446356
F10004	293.0512	526.73	192895	195828	219376
F4737	293.0546	317.76	4096237	4249707	4194190
F4740	293.0634	1026.32	2833431	3088142	2880493
F4739	293.0634	1001.84	422009	504572	351592
F4750	293.0991	810	8599097	7969744	8175907
