id_number	mz	rtime	posi-Yeast-12C14N-a	posi-Yeast-12C14N-b	posi-Yeast-12C14N-c	posi-Yeast-13C14N-a	posi-Yeast-13C14N-b	posi-Yeast-13C14N-c
F9721	660.2534	799.39	0	0	0	1761935	1770325	1977565
F11722	630.1175	841	0	0	0	1604873	1813036	2011798
F13316	671.0743	814.46	3709708	28007	4282265	0	0	0
F996	319.9868	152.07	0	0	2312256	1019616	2132599	1561121
F3127	302.2115	155.75	6299426	5990450	5916206	5229648	6968906	7326537
F4108	398.29	145.95	2056902	3327747	2301888	2651944	3228702	2523230
F6724	507.2364	145.95	436424	634385	580522	60548	690126	653189
F7076	379.2484	145.95	1891952	2438404	2467895	2091656	1976973	1740826
F9340	769.4035	169.59	0	1387376	1778057	1965526	1467813	1588829
F9673	597.4154	143.05	3093306	2833249	3199993	3308785	3358986	3052906
F10492	553.2973	172.51	867883	815140	927117	741023	1004580	1085550
F10869	686.4657	156.73	2104248	2358068	2124482	2507239	1705368	2002519
F11372	566.2964	154.79	1989696	1392122	2610588	1918450	1732437	1593321
F2032	330.1782	145.95	1332805	1746100	1458754	1374567	1439010	1107518
F2946	300.1958	146.83	1172256	1307408	985783	1802064	1477075	1032917
F2983	176.0933	800.38	0	0	0	1921531	1793787	1887851
F4382	401.2576	186.61	1181190	1202031	1246489	1015123	1150947	1141978
F12967	654.4294	125.2	0	783304	727557	648255	629049	0
F831	317.2002	418.51	2396775	2374151	2421965	2272332	2234456	2182780
F7149	428.3883	147.7	0	3517846	3052127	2346839	2821267	1630471
F7849	519.4244	140.93	3655825	3675224	3436694	3854682	4239352	4025175
F8247	390.265	145.95	3429929	0	3165219	3861104	4760755	3481718
F8874	587.4556	160.81	1917735	2187614	1906440	2021452	2303781	2065509
F8945	643.3469	125.2	429955	582634	779658	628002	556590	767829
F9446	782.3792	169.59	988305	1350665	1113242	1203160	1169946	835425
F10263	923.3995	578.7	0	0	0	3547185	3830580	4312425
F813	317.1596	171.5	1724623	1683952	1549956	1742009	1439803	1396972
F1691	224.1536	789.84	0	0	0	1108365	1046803	1099555
F3206	179.0559	143.05	0	0	0	865561	796651	654476
F848	208.1757	826.81	0	0	0	1786111	2278868	2882818
F9004	644.3483	171.5	2237485	2042158	2677770	2660019	2171791	3027117
F10538	191.111	642.9	1021	0	0	9238342	8801029	7825387
F11043	618.4012	171.5	1450761	0	0	1892313	1621680	0
F6354	459.7255	578.7	0	0	0	2448628	2906636	3417975
F6927	465.2309	187.59	3514952	4011729	4947432	3259880	3818280	4611247
F9086	646.3223	145.95	2586637	1792392	1711100	499611	925795	1590617
F9219	537.535	148.57	19742689	15160312	0	0	9015327	8913471
F9825	834.6127	138.82	355833	1127221	1010721	1199425	10584	1161826
F11408	702.5136	143.05	1373594	1357126	1441928	1108570	1677514	1699762
F11448	491.2616	160.81	4478636	4143141	3841921	3966741	3626623	3865479
F12625	219.0979	785.37	3271513	179340	4056926	0	0	0
F1369	323.3056	145.95	1550619	0	1086424	334977	0	341020
F2131	164.0834	163.9	343767	518369	713491	873588	886131	941222
F6001	369.3364	144.07	648268	590383	764130	628691	598198	601829
F8862	587.4315	130.38	3646009	3273295	2727204	3094037	3330501	3351478
F854	318.1245	801.36	0	0	0	6238307	5768942	4722357
F8137	522.3429	157.74	1039074	1429973	1129958	1203589	1474838	1148360
F13851	421.2368	146.83	442950	991305	844034	1107304	326689	0
F2541	336.1653	166.85	12138036	11641573	11986424	13209326	12445285	12258786
F4193	399.2891	145.04	1317291	489556	1132799	395186	1013600	510368
F7327	515.2999	153.86	805026	920911	1396474	1002612	1032724	1079149
F7796	434.2858	281.29	2860715	54692	2896064	2947885	2861278	3009018
F7940	387.2852	163.9	575242	533046	618639	1388988	1292281	1308502
F8781	586.4105	141.99	2701590	2903707	2663368	2690225	2579754	1896903
F12136	502.333	122.08	1377008	2429348	1280437	0	2560516	0
F12890	244.0941	754.62	2214947	2671459	3052400	0	0	0
F5300	364.2482	145.95	3757866	3613716	4359122	3536011	3080592	4040509
F4657	404.2428	148.57	7766735	6903705	7152026	5558909	6009393	7331862
F7950	387.3038	166.85	2360591	1440556	2171131	1927529	1824509	1880643
F8791	586.4329	156.73	378697	877232	1072322	1380141	1173416	1485150
F9389	772.3947	152.96	411911	1179620	366917	694614	473270	717866
F9437	594.3122	170.53	3517070	3442923	3996399	3793522	3495133	3964114
F9636	596.4365	146.83	1343198	2145411	1726716	2507922	2137534	2314546
F1552	284.1788	262.83	28220391	13578935	31503469	30792575	31538237	32892541
F6192	371.1014	141.99	20906501	28057690	35126171	35187129	43057325	50814855
F7311	514.4339	147.7	2597427	2903345	4731499	4159807	4149731	5558546
F8658	584.3644	148.57	1882113	859025	1008276	2990227	245785	604019
F8793	640.4623	114.52	1411162	1393824	1386262	2028203	2024517	1872017
F641	270.3158	277.19	49461869	7477761	51870647	35719252	35753299	36561832
F4598	403.2737	187.59	1521952	1536031	1491566	1460119	1604096	1667373
F4811	360.2746	145.95	1890154	1812599	1756049	1222356	1432898	1481124
F10907	688.142	841	0	0	0	2625259	2972440	3199872
F11346	565.4664	138.82	671640	446836	909159	1633800	1070684	708554
F11993	731.5341	249.68	0	0	10066860	0	3179	17424
F833	317.2307	144.07	1256798	868516	1255220	1075239	1005477	900473
F1783	286.3053	160.81	0	0	0	2382662	2613171	2553875
F3099	341.1596	163.9	948682	640129	623488	792529	544993	549144
F5433	365.2795	168.67	0	406080	0	1445128	1042320	1251843
F5495	451.6557	688.96	0	0	0	8862840	7720459	6525372
F6483	461.2724	149.44	1813555	3643307	2256154	1990753	1973615	2241621
F8780	586.4105	129.37	1889228	1847372	1211199	2013260	1933777	1403850
F10131	666.5117	152.96	0	2147018	0	2694797	0	2472651
F649	206.0722	675.89	3538466	2660428	3936245	41650	78972	61722
F3223	303.1592	147.7	5368782	5476586	5707779	4242158	5036051	5079366
F5081	487.1843	820.99	0	0	0	2320999	2117618	1965472
F5863	496.7334	663.71	0	0	0	3263830	3068838	3051875
F9363	538.3956	156.73	2495112	2348999	1793967	1741815	2388649	1555749
F10443	607.256	239.78	1825715	128851	2205109	1704196	1575678	1896196
F10782	331.1539	422.84	7080405	6957571	7377191	2697920	2732719	2821448
F11534	704.4729	146.83	1091849	1029420	1746521	1380730	869904	1958212
F2980	300.2613	151.18	2691016	1364702	2545827	874244	1314753	976539
F6017	370.1287	143.05	805110	0	686617	689540	563925	701614
F6427	460.3426	414.1	9766	5614	24198	1330713	1307421	1317920
F2406	235.0771	253.71	6681708	5803094	6482813	7193614	6224630	6351162
F2864	243.138	155.75	1808582	1810167	1559878	1637633	1850028	1579205
F5788	454.2647	171.5	6118848	6598297	6209660	6443073	7082519	6693789
F6120	370.2434	171.5	25089061	25790553	27311913	24951739	25002143	26371858
F8147	390.1525	265.88	79849	5864795	6729	21537	20850	41188
F8927	643.2465	661.56	0	0	0	993400	1285590	1209186
F10413	606.406	239.78	838938	26220	929837	883766	893792	868892
F48	308.2584	145.04	755040	1099405	612039	896713	729359	892781
F263	311.2333	168.67	3256861	4452664	3721671	4854092	5769436	5591327
F1639	326.2326	158.76	28260582	30930694	31130386	16767580	17909581	17264866
F3997	190.1343	147.7	0	164336	138545	825286	918068	889755
F5254	488.4311	140.93	1206423	999515	1105402	1035700	1008361	1009956
F6601	374.2405	148.57	1342983	532016	1657201	1248465	1221051	1387942
F7307	382.2953	144.07	2398454	2773043	2056910	2408616	2648466	2242993
F9214	591.3733	143.05	9959489	9005752	9677540	7752117	9867294	9471199
F11065	692.1128	109.35	0	1441941	1450987	1131776	1158715	1446968
F11298	621.4538	141.99	1192358	908738	1400112	1453078	1527304	1912254
F3174	341.2435	433.89	2278539	2401330	2474852	13714181	13602922	14283755
F5092	409.3102	145.95	2778577	3621633	3304489	796567	1184940	965299
F13521	716.5247	238.79	2381194	15990	2838295	0	0	0
F2548	296.1646	160.81	1493401	2083317	2019220	2481234	2036056	1817255
F3062	340.3573	144.07	738589	697332	970236	1308171	1124508	1222647
F3432	344.1856	157.74	1898124	2096760	2162366	2425948	2560838	2304658
F7942	520.3949	118.83	1088930	1125332	1151508	1116894	1172929	1151320
F8860	642.3336	236.86	821810	43182	1276112	803347	1074670	998465
F9475	654.4758	158.76	1691418	2040908	1804600	1262351	0	120764
F10876	615.4253	134.61	2178805	2409783	2223237	2556117	2645573	2445006
F12405	536.4677	139.87	1750848	1936464	2510013	1781892	2073325	0
F12598	216.0635	793.12	67957	3929311	461760	0	0	0
F222	264.0966	770.91	0	0	0	1722207	1845649	1702791
F3913	396.2743	145.95	9208344	10048369	10456108	11912089	11578296	10872942
F4737	444.355	146.83	1595380	2135753	1438119	1381434	1671921	1345757
F6131	458.136	112.44	672021	552642	542736	872420	982245	1017374
F9808	544.3333	239.78	1144437	1066092	1312592	1321040	1279863	1459441
F10430	606.4737	139.87	2526475	2786420	2095156	2207531	2379669	2397751
F10741	612.4618	140.93	1181071	1063999	1356208	0	1258120	1353736
F3446	254.0437	426.07	2964945	3480572	3547368	1665412	1857649	1933535
F3498	254.223	425	4285506	4257154	4130899	4334243	4286352	4160305
F5450	365.3453	147.7	1855989	2036079	1914816	2683217	2552604	1612628
F6722	463.2885	165.91	1254168	1254420	1347169	957153	1441612	1404869
F9460	654.3851	237.83	960909	37558	788754	1277408	1260494	1201338
F11895	160.0798	787.59	4585246	0	4442068	0	0	0
F3236	250.2168	159.79	2220964	2530912	1938698	786178	714597	958312
F4070	355.2076	522.04	1618016	1558396	1734556	1868159	1900064	1941915
F10585	609.4164	143.05	1055751	647759	0	1535928	1191066	1828913
F12081	495.3792	159.79	1716138	1805811	1457371	0	0	0
F12615	219.027	685.62	6870182	4980548	3550201	0	0	0
F12979	660.5192	128.35	0	4244241	0	0	0	0
F1830	287.1279	146.83	1443716	1335313	1429745	1383737	1615949	1771716
F3698	350.2899	147.7	2592114	2282982	2782515	2153708	2066637	1898211
F4521	358.2587	145.04	3085673	3129047	2914043	3440470	3262417	3016550
F2237	165.07	143.05	1268312	1201431	976036	1123980	1612676	1361652
F3247	250.9494	845.08	76038	1208742	386611	8617615	9892484	10959164
F5817	454.338	147.7	2007991	2095044	2674281	1751803	2328707	2241494
F8017	478.3009	163.9	1880153	1710372	2399217	2379556	2189403	1865504
F8299	578.2807	146.83	674429	492094	678500	792721	1110980	622084
F9455	594.3646	237.83	993126	9074	1025202	1185423	1220269	1278662
F10190	901.4164	578.7	0	0	0	2598596	3035631	3531127
F10783	684.4877	160.81	2390531	2172270	0	6481437	5269356	4876120
F1991	288.321	257.76	0	0	0	2146660	2301700	2392825
F5033	408.3474	143.05	719167	593714	635934	636963	940468	775918
F7276	514.3379	144.07	1053384	1013093	790197	1140007	1094689	1031261
F9677	542.3335	145.04	837083	778089	947505	607470	603250	959181
F10153	668.3486	236.86	3046423	344641	3332054	3319637	3337225	3290440
F10677	682.327	169.59	1137039	1282185	1385008	855982	902333	1312475
F11218	697.3167	658.4	0	0	0	1046002	1015861	1083908
F1304	323.1894	150.31	1989054	1242229	1391005	1917294	1148294	789951
F4210	356.222	145.95	4999950	4349476	4426272	5084939	3394883	3640121
F7238	429.336	145.04	1976121	1826918	1921938	1239720	1333083	1376716
F9185	760.4983	145.04	0	992860	1026188	422332	1475162	855210
F9810	832.344	524.19	0	0	0	2520967	2396856	2414286
F1907	329.1594	165.91	926497	1131382	0	984266	742504	826192
F8403	634.4156	157.74	1452677	1356961	1266509	1303564	1744058	2150724
F8815	586.4815	139.87	1120964	1359703	1542961	1430541	1143279	1313790
F9133	536.322	155.75	1724663	1480754	2633927	2154758	2124383	1980241
F10594	554.3535	166.85	2829222	2797139	3211504	2875003	3947123	3744136
F13625	759.5714	172.51	5163992	5077786	5133531	0	0	0
F13832	175.0711	646.35	5851579	6421373	6735235	0	0	0
F1394	282.1853	156.73	1232246	2088125	2012217	1113024	1736204	1282093
F1467	283.1328	147.7	5535085	5820740	5484386	6506237	5510640	5083950
F1684	285.185	146.83	44526784	43991566	45079880	47671910	46752538	45870887
F5101	362.3759	160.81	0	0	0	2156825	3007061	2234200
F5664	493.353	143.05	963186	1193839	1469651	1341709	1470845	1293541
F7010	426.735	165.91	0	890748	0	973338	950469	1235893
F7580	472.3479	144.07	669812	1274134	1385441	980499	1160884	874294
F1704	225.0432	141.99	885161	1065430	1693230	1591766	2060052	2411853
F1916	329.1746	146.83	11317011	11749949	13050916	10649870	11911426	11280264
F2278	292.1987	145.95	873748	869315	945459	1006884	1306037	759766
F2304	333.2132	241.74	2501562	2526450	2790618	1137524	1155343	1156149
F5747	494.4208	140.93	2038771	2288548	2181603	1616147	2253302	2162484
F5813	496.2906	145.95	4465487	4281395	3891671	4173375	3897399	3653359
F7808	386.3267	143.05	5208729	4862149	5805364	5840571	6893799	6308389
F9407	774.514	146.83	1153252	1334377	1246794	1137712	1470816	1128378
F10272	925.2706	138.82	2544124	3830884	3650270	2091228	4012047	4595526
F10997	690.384	145.04	416749	1015242	853984	0	1307559	1039866
F12154	279.039	686.78	11306391	11778050	11964627	0	0	0
F13660	630.4933	139.87	0	0	0	1964607	1880412	0
F1073	211.0774	698.92	201156	195059	268929	8119120	7766038	8193590
F7496	471.2996	171.5	2947393	2890028	2671437	3496645	3335791	3470727
F8366	633.4721	151.18	0	368734	0	576256	201612	2661498
F5260	489.2334	168.67	1029008	971941	1327449	1244190	1359917	1168582
F7522	431.2792	237.83	703239	17603	656039	766043	650719	924766
F7545	472.2754	172.51	2424864	2076312	2051043	2887365	2419810	2547768
F9289	538.338	165.91	1772977	1624306	1178162	1650489	2190788	1766689
F9399	773.1518	109.35	794502	780429	672437	586139	675772	742387
F9422	539.3623	161.85	675177	909821	682579	680508	905853	942902
F9680	818.5413	140.93	792063	989393	538539	0	1250302	599335
F10477	676.5107	140.93	6964021	6986327	7294744	7230726	7319691	6803162
F12485	302.3055	248.68	2861719	139041	3474314	0	0	0
F12647	492.4265	144.07	0	1008258	0	0	1608111	0
F13798	912.3625	565.8	12686378	14938454	15701706	0	0	0
F213	263.1859	156.73	387197	325733	545385	395300	347838	546939
F1231	322.2012	146.83	9465732	8145342	8391935	7379618	8393921	8171606
F2110	330.3005	140.93	1481125	1771110	1610313	1354037	1428859	1448481
F2208	292.0738	141.99	450953	504438	497541	526811	744758	583788
F2471	237.1279	145.95	938141	907137	1100616	1191985	907758	816037
F3402	343.247	146.83	787722	974694	1054880	859055	985282	691036
F6985	466.228	168.67	3328892	3211358	3661325	3470209	2977310	2838641
F7433	430.332	143.05	925534	1261313	1150940	1075406	1135530	1086602
F8872	642.4211	141.99	1106451	890793	1189303	808944	1192583	996119
F10210	669.352	237.83	778388	24454	869165	745130	737842	807881
F10802	557.3461	146.83	698696	1217818	837551	620791	1154653	1104379
F11060	618.4214	156.73	1031795	1481611	1772106	1401871	1448061	1469223
F11565	704.5454	139.87	708027	819095	1024851	1153235	1130501	1044162
F12629	473.3663	148.57	0	5289699	0	4322212	0	0
F12674	578.2697	513.41	2135697	2565362	2997943	0	0	0
F528	137.0743	824.43	0	0	0	4584322	4819797	4779327
F8326	527.3618	164.92	1557175	2446736	2222559	2210453	2429284	3485964
F10593	554.3535	146.83	1436071	1426378	1960149	2112908	2076998	2041332
F10757	556.4208	140.93	1414829	1715353	1376032	1550448	1609471	1953317
F11800	715.3127	170.53	672160	686718	575049	584552	693165	555747
F2896	339.2166	145.95	1354448	580442	864088	1166449	662962	816921
F3638	184.0649	665.92	7409920	509885	206588	149991	148046	199940
F9728	543.0972	239.78	621784	8552	1768022	1017876	1405210	1550393
F10377	674.4308	170.53	1265617	1171740	1018151	2277574	2160985	1992601
F10539	191.111	659.46	89480	95127	56938	9184387	9447852	10313882
F11968	484.3773	145.04	124578	925504	720868	0	426277	0
F13612	383.1161	685.62	33707548	35527584	35864457	0	0	0
F662	271.1152	168.67	5025974	5628197	6086390	6008885	6027580	6399874
F6622	374.2899	145.95	2256565	2295508	2327968	2298837	2535034	1760540
F9430	539.7673	656.29	0	0	0	1757919	1271965	1442538
F9685	658.5085	148.57	5308777	4035421	3850676	16561195	14439383	13476660
F10133	887.4012	138.82	0	0	1075114	716106	899899	900858
F1264	322.2742	145.04	966270	737683	1114004	596803	864594	837783
F2037	162.097	1070.05	0	0	0	107254851	95435379	83187381
F5871	455.2418	146.83	1501839	1473829	1760132	1753877	1142419	1853553
F10329	673.3456	172.51	1067085	1193739	1188307	724518	1172155	1394304
F10660	611.3938	145.04	1011071	0	1499528	543149	1000367	1676218
F2703	241.1778	252.7	1966567	187131	2028677	1888864	2355305	2276879
F2840	173.1366	148.57	63649576	64197053	63556615	156691031	150009198	152713257
F4896	361.2013	145.04	1040911	1596358	1712147	1131006	1029332	1319174
F5190	488.2706	172.51	3135400	3085244	2891248	3251541	3215381	3250283
F14033	470.3986	156.73	5017443	0	0	0	0	0
F2679	241.1531	259.78	1490502	43830	1567827	1823186	1890293	1934795
F2736	337.2009	145.95	2996512	3750764	2939524	3259588	3273266	3079266
F2829	338.1961	146.83	1849337	1774137	1617063	1730288	1313047	1500249
F3958	354.2275	146.83	7021655	7638261	7340128	7200680	7698320	6864161
F4534	481.3786	163.9	3158534	3280522	3846942	3799237	3273180	3492214
F10703	555.441	140.93	1581907	1380023	1101322	1698159	1085427	1235662
F10905	615.4807	237.83	2821214	0	3103806	3525386	3437134	3825092
F2220	164.9301	817.68	26542539	14751829	18949274	230998	107809	52429
F2701	337.1288	254.73	1463224	56992	1191389	1291739	1277546	1200058
F7158	380.243	146.83	4151837	3964726	4633949	4584095	4230860	4789178
F9029	644.4548	145.04	2733151	3001483	1606693	3112216	2112474	0
F12614	219.027	678.06	8140875	942053	1891157	0	0	0
F763	272.1186	168.67	0	617828	650845	549252	662617	734089
F3414	343.2956	372.75	10580669	11224716	11385264	1896260	1875908	2033877
F4116	398.3266	141.99	4343799	4777911	4275733	4237271	4736806	3651308
F7468	471.1423	703.36	0	0	0	5748227	5509469	5349486
F9434	540.019	841	0	0	0	4701655	4742047	4605415
F11793	572.394	141.99	1795983	1239342	1575629	1613012	1777055	1697078
F13259	654.2536	645.21	2937371	3179361	3163517	0	0	0
F1674	327.1009	116.71	1823446	1475033	1472159	1692538	1512513	1436037
F1863	287.2412	145.04	471243	862890	548134	974122	726138	741385
F2419	334.2592	143.05	717941	699298	672541	1042542	971328	851872
F4889	484.3558	163.9	0	0	0	3690854	3171341	3270131
F5621	414.2848	145.95	1335070	1623729	1852951	2153485	1932788	1772291
F6143	500.3437	145.95	1824891	1648895	1941704	1913175	1054154	1194289
F6422	421.2952	145.04	2250860	2310955	2690928	0	1062584	1579739
F7777	475.2973	113.48	2524141	0	2659681	0	3078162	2807199
F7802	475.3637	145.95	1585182	1557377	1740429	505326	1421034	1834295
F9510	540.3173	172.51	935384	822452	919445	921125	745323	899072
F9903	600.4114	143.05	789930	574716	907066	894170	1135711	998205
F9965	856.4524	171.5	750122	767572	972087	662608	0	1136548
F10096	884.4446	169.59	984783	1177133	57180	979345	1265591	1000545
F14021	467.3883	141.99	1477751	1258552	1280046	0	2367264	0
F586	204.1179	773.92	10566348	11413733	11483563	63273	88187	105817
F5780	454.2574	145.95	844990	1023323	375788	851453	625328	564413
F6692	506.3113	156.73	836077	1104555	1630915	1555801	1715053	1824618
F8091	574.3793	237.83	749400	0	653031	0	1028019	1068292
F9995	546.3852	171.5	3346254	1319211	3795215	4273534	4021511	4770797
F11896	160.0798	796.3	2518935	7330244	3884232	0	0	0
F12683	225.1683	157.74	834376	1218867	530574	0	405145	0
F1657	155.0856	145.95	1922842	2241058	2716840	2150344	2378797	2091965
F7151	428.4101	141.99	983099	1055219	633583	912296	968751	849739
F8141	526.2491	170.53	1053683	1036354	938216	1059498	1066136	974863
F10901	559.3514	172.51	768506	654989	759025	987656	1560126	1358900
F3687	350.2325	146.83	15582077	15094484	15476405	18742783	18564573	16754640
F6364	503.1081	139.87	0	642985	730855	613524	702825	728655
F7717	474.343	145.04	1207728	1068629	832447	946687	1494988	1206749
F7957	387.3301	141.99	674949	479683	601031	981089	822829	756621
F8112	522.3063	154.79	682589	1157737	1524432	746909	1142191	701313
F9397	772.6869	247.67	0	0	0	3742646	3831958	4051458
F9454	594.3646	159.79	1177897	930042	1421635	1589414	1927153	1672543
F12445	205.0573	685.62	6928300	7062323	7165147	0	0	0
F12898	606.0851	822.18	41594	3086702	220062	0	0	0
F1134	277.2163	153.86	35473572	40933696	41561740	26655532	25442288	23301408
F4038	192.0508	140.93	242834	0	507132	559068	666735	584821
F5066	447.2705	148.57	0	0	0	0	7555278	0
F13167	343.1155	167.76	970628	394992	342234	0	710777	0
F1023	143.1303	148.57	0	0	0	942976	0	1228204
F2891	339.1945	147.7	13194458	12794584	12444782	12470050	12469641	12000593
F3782	186.9121	844.08	381898	1660181	643357	6070662	5705691	5762155
F3989	397.3315	143.05	1245834	1593357	1399644	1367242	1470017	1258604
F6079	418.2585	149.44	8149949	9483259	9167067	8501441	9038417	8349035
F7458	516.3379	238.79	1161561	21905	1302280	904189	1341675	1276953
F13370	682.2481	627.86	4744450	4850115	4990945	0	0	0
F13630	384.3838	140.93	662972	831247	761292	673655	675484	0
F1251	213.1683	148.57	119963	564593	599425	5362513	3424983	4398223
F3518	307.1865	183.67	5356914	5063587	5187170	4104937	4394309	3904504
F9492	595.4027	141.99	1130851	1519274	1780964	952957	1424546	896086
F12701	514.3742	150.31	0	7276171	0	0	0	0
F12931	610.3221	236.86	3067056	45571	0	0	0	0
F980	275.1127	413.02	5408879	5628759	5098765	3782844	3689094	3852349
F6076	499.3973	143.05	878888	970594	616720	909540	0	735843
F10935	353.2316	145.95	1429797	792819	1200221	1119047	933281	500628
F12211	187.0715	649.69	1877824	2028712	2221255	0	0	0
F1040	210.1493	148.57	38459186	39882225	40460069	64883542	65126470	65367664
F1240	279.1957	147.7	5037843	4880309	5148564	3632968	5760423	4373677
F5533	366.2121	364.15	112045593	119740946	107723257	107095201	108000362	106374515
F6163	419.243	146.83	1657703	1899028	1543297	1351622	1427058	1385497
F7250	468.3475	140.93	1566217	2072806	1362892	1412276	1731704	1535098
F9364	593.3879	143.05	2651696	0	0	0	0	3408215
F13950	447.1994	714.37	10030017	10951873	11491973	0	0	0
F3165	249.047	838.89	0	0	0	4379908	4653690	4924519
F4548	482.1364	145.04	0	0	0	1472841	0	1540316
F6401	503.2996	145.04	1076385	1150424	1563725	1375013	1673293	806031
F10014	602.3747	413.02	1243260	1145265	1078871	1638852	1697176	1688907
F872	318.1671	170.53	677168	442280	0	973931	0	659628
F915	318.9002	845.08	8369	956730	210196	4578667	5236008	5658108
F959	210.0853	690.05	0	0	0	1710313	1852625	1827302
F1146	278.1087	258.76	1923592	154243	2106109	1920090	1776710	1968965
F4381	401.2576	172.51	866573	956028	894561	1017865	792448	964540
F8495	581.2889	515.55	0	0	0	3189260	3120416	3779031
F9377	771.4879	123.13	1111754	1219964	1081012	1147492	1172631	1102594
F12403	298.0972	303.64	618098	24947027	1138029	0	0	0
F12896	245.0828	685.62	4584618	4848437	4778437	0	0	0
F3413	343.2956	172.51	2673349	2700466	2781755	465758	533007	482616
F4239	195.1554	616.22	0	0	0	2117109	1919633	1939999
F4432	442.2283	172.51	4401215	4431833	4287479	4835295	4915309	4337942
F5844	416.2493	148.57	6908421	6213875	6149871	7134746	6936442	6028266
F6361	372.2168	147.7	3668573	3868580	3512454	3367747	3562935	3208814
F6701	506.3318	158.76	418690	713860	562500	814493	678297	331876
F7657	433.2412	171.5	1140596	1157533	1129932	1298300	1243324	1324850
F7872	476.3212	159.79	896020	1011658	1259321	1553896	1409374	1286133
F14000	459.2089	512.33	2210555	2468492	2587478	0	0	0
F1455	218.0928	660.5	0	0	0	1020631	1134963	1091263
F2869	174.1164	394.98	0	0	0	5413896	5338339	5163063
F5148	448.2177	160.81	4302796	4177208	4603481	4250727	4218515	3983888
F5526	491.337	145.04	922925	1132873	785685	1248502	1246845	1097195
F6854	425.3108	127.33	1013474	1048054	997960	1071918	1045118	1011445
F7161	429.1518	154.79	1299987	526163	460951	428347	449187	360575
F7503	431.2425	236.86	1428995	159768	1703597	1604958	1425146	1559043
F10514	554.2815	656.29	0	3319	1279	2615896	2339619	2468251
F1880	158.9126	819.88	455540	1016666	476966	3036261	3248811	3536809
F2750	337.2332	156.73	1801764	1094851	703715	298120	0	516193
F6306	502.3378	154.79	2708438	3203526	2550873	2040704	2782291	2586485
F7113	512.3705	171.5	0	0	0	1549056	1688550	1383422
F8087	522.2545	168.67	1679626	1898995	1746307	1727559	1673853	2006214
F8289	577.4298	144.07	1490649	2062971	2049926	3862718	2274798	2124710
F5712	415.2803	168.67	1272759	909541	1150188	0	1476776	1413069
F5765	495.2634	168.67	1158295	1109251	1444434	1023419	1352597	914503
F6086	500.0768	110.38	6753756	6696135	6702891	6744953	7029504	6797135
F8188	575.4504	144.07	0	2437121	0	1516209	2383047	2046185
F1667	155.1066	148.57	123788663	120493200	120294404	294473316	282325054	284743060
F2993	244.191	145.95	11886723	11941133	11933514	39629130	40044226	39218567
F4039	355.1581	793.12	0	0	0	1594428	1760907	1721548
F4402	480.2591	145.95	855934	2083961	1121973	1585948	2091397	1603978
F11082	692.3627	158.76	1691181	2204649	2185637	1647152	2132754	1220747
F4177	194.1044	792.06	0	0	0	802081	836478	899167
F4628	443.3146	154.79	619377	715535	381636	631211	724581	785032
F9938	545.4039	141.99	618204	625999	547713	473659	701581	661596
F10367	606.2525	187.59	9917817	8218671	8004424	9725073	9242680	8917474
F10485	677.4867	168.67	0	284461	221321	586211	605205	940811
F10978	368.1567	147.7	1619743	1455153	1787248	731116	920343	1007057
F10996	560.4674	141.99	3271724	2454381	4087887	2372536	0	3250386
F12807	591.4652	148.57	2039558	3732942	0	0	0	0
F13034	332.2343	148.57	366940	814250	474869	327343	292022	0
F14035	472.2656	167.76	679692	0	402718	0	2467926	0
F309	312.2018	186.61	52165936	52409965	59568814	49266038	50822591	55508732
F2882	174.1398	167.76	1232682	979626	1001262	2317757	1813888	2346995
F4767	445.2063	168.67	0	1124238	1202185	1307817	1204946	930616
F8587	583.2879	146.83	0	579573	503224	676408	838132	799369
F9391	772.3947	238.79	860329	0	591696	376172	403782	521190
F13889	620.615	145.95	0	0	0	0	5912349	0
F1614	326.2002	117.76	878394	955889	899771	1135395	1219536	1072951
F3962	397.2183	460.38	4060590	4099095	4120635	3807644	3792197	3796794
F4171	355.3397	146.83	0	0	0	0	3162086	2630604
F9368	652.426	159.79	0	940210	1035500	1669875	1611143	2243053
F11560	704.5297	139.87	921544	0	1970466	1519169	1257791	2245074
F13991	456.6848	565.8	4056005	4851881	5372211	0	0	0
F25	259.133	146.83	2380114	2032431	2047975	1456163	1835149	1151648
F310	312.2018	238.79	32634380	37598603	37390930	34803020	36568949	38737589
F1642	326.2442	161.85	508136	465605	737196	275741	632432	1762924
F1941	227.18	145.04	912253	1157434	1089388	1036595	1358869	880706
F4017	436.3985	156.73	2521293	2367236	1914225	8677525	8971932	9218171
F7220	429.2888	171.5	2682202	2492648	2563577	2799924	2893759	3066952
F7828	519.3138	161.85	933416	1280001	886830	1314563	679276	977662
F9353	770.3492	686.78	0	0	0	1951161	1965331	2257243
F9688	542.3697	143.05	1681986	1906621	1363322	1717449	1101268	1274047
F1488	325.2161	146.83	8315236	8416553	8615530	7335124	7926715	8061766
F4916	484.4139	140.93	532499	621392	606984	645588	765365	600773
F6241	501.3829	126.22	2900810	2968768	2861763	3061739	3027974	3057828
F10238	913.4082	522.04	0	0	0	1754614	1932062	2207970
F11806	247.0228	752.37	3269939	3704797	4222198	0	0	0
F12102	498.284	413.02	2167928	2161259	2185467	0	0	0
F13854	421.6531	663.71	3904418	1808862	1919198	0	0	0
F2203	231.0364	841	0	0	0	3501084	3515648	3592059
